pcfId	hierarchyId	name	description	differenceIndex	changeDetails	metricsAvailable	level	parent	children	category	industry
10344	4.6.1.2	Design logistics network	Developing a network for logistical activities. Create a network of entities through which materials and information flow, encompassing all related activities associated with the flow of transformation of products.	0		false	4	4.6.1		Operating Processes	life-sciences
10345	4.6.1.3	Communicate outsourcing needs	Conveying outsourcing needs within the organization, with the objective of sourcing the assistance required. Define the portion of logistical activities that can be transferred to outside suppliers. Assess third-party agencies to carefully select the most appropriate agencies for outsourcing. Convey these needs to management or the appropriate authority.	0		false	4	4.6.1		Operating Processes	life-sciences
10346	4.6.1.4	Develop and maintain delivery service policy	Establishing rules and regulations, as well as the terms and conditions regarding the delivery of service by the company. Develop a delivery plan that specifies what, how, when, and in which way to deliver services to the customer.	0		false	4	4.6.1		Operating Processes	life-sciences
10347	4.6.1.5	Optimize transportation schedules and costs	Optimizing the schedule and costs of transportation services. Design a logistics strategy by strategically creating delivery routes and systems, which optimizes the overall transportation schedules and costs. Evaluate different transportation sources in order to select the most appropriate and cost-effective sources.	0		false	4	4.6.1		Operating Processes	life-sciences
10348	4.6.1.6	Define key performance measures	Establishing measures for evaluating the performance of the logistics strategy of the organization. Establish key performance indicators, including the logistics performance index, delivery in full, and delivery on time.	0		false	4	4.6.1		Operating Processes	life-sciences
16905	4.6.1.7	Define reverse logistics strategy	Establish a strategy that includes rules and regulations for the physical handling, information processing, and disposition of product and packaging returned by the buyer to the seller or an intermediary. Include return approval, transportation coordination, advance communication, product tracking, receipt, disposition of the return, and processing warranty claims in the strategy.	0		false	4	4.6.1		Operating Processes	life-sciences
20936	4.6.2	Plan and manage inbound material flow	Creating and executing a strategy for all the internal activities related to the flow/transfer of inbound materials. This process includes planning inbound material receipts, managing inbound material flow, monitoring inbound delivery performance, managing the flow of returned products, controlling the quality of returned parts, and salvaging or repairing returned products.	0		true	3	4.6	4.6.2.1,4.6.2.2,4.6.2.3,4.6.2.4,4.6.2.5,4.6.2.6	Operating Processes	life-sciences
10349	4.6.2.1	Plan inbound material receipts	Managing the receipts of inbound materials. Create a plan accounting for the materials procured from the source of supply and the materials delivered to the distribution center or the warehouse.	0		false	4	4.6.2		Operating Processes	life-sciences
10350	4.6.2.2	Manage inbound material flow	Managing all the internal activities related to the flow/transfer of materials. Manage materials being delivered to distribution center or warehouse. Gauge the time taken for delivery and if the delivery process is on time.	0		false	4	4.6.2		Operating Processes	life-sciences
10351	4.6.2.3	Monitor inbound delivery performance	Overseeing the performance of an inbound delivery system. Check the present delivery system's efficiency, cost effectiveness, and adherence to a delivery schedule.	0		false	4	4.6.2		Operating Processes	life-sciences
10352	4.6.2.4	Manage flow of returned products	Tracking and taking care of the products that have been internally returned either because of their deficiency or in cases of incorrect delivery.	0		false	4	4.6.2		Operating Processes	life-sciences
12708	4.6.2.5	Control quality of returned parts	Implement a checks and balances system to verify that returned parts meet acceptable quality standards to determine appropriate disposition activity.	0		false	4	4.6.2		Operating Processes	life-sciences
20109	4.6.2.6	Salvage or repair returned products	Determining if a returned product can be salvaged or repaired. Salvage or repair is dependent upon the product, the condition of the product, or the availability of a like item.	0		true	4	4.6.2	4.6.2.6.1,4.6.2.6.2	Operating Processes	life-sciences
10366	4.6.2.6.1	Perform salvage activities	Executing activities for reinstating the returned products. Present the customer with additional incentives of compensation in case of any defective products delivery or any discrepancy in the product specifications in order to save the order from being permanently returned.	0		false	5	4.6.2.6		Operating Processes	life-sciences
14195	4.6.2.6.2	Manage repair/refurbishment and return to customer/stock	Administering the reinstatement of the returned product in order to return them back to customers. Repair or remanufacture the defective or ineffective products returned by the customer. Process the delivery of the repaired or remanufactured products back to the customer.	0		false	5	4.6.2.6		Operating Processes	life-sciences
10340	4.6.3	Operate warehousing	Tracking the inventory deployment. Accept and store products. Ship the products. Measure the accuracy of the inventory. Assess the performance of the outsourced logistics activities.	0		true	3	4.6	4.6.3.1,4.6.3.2,4.6.3.3,4.6.3.4,4.6.3.5,4.6.3.6,4.6.3.7,4.6.3.8	Operating Processes	life-sciences
10353	4.6.3.1	Track inventory deployment	Tracking the logistical act of delivering or releasing an inventory item or entity to targeted end users. Track how much inventory has been deployed at all the distribution centers, individually.	0		false	4	4.6.3		Operating Processes	life-sciences
10354	4.6.3.2	Receive, inspect, and store inbound deliveries	Coordinating the incoming inbound materials/products. Accept the delivery of these materials and the subsequent storage. Track them at the warehouse/distribution center.	0		false	4	4.6.3		Operating Processes	life-sciences
10355	4.6.3.3	Track product availability	Keeping track of the availability of different materials/products at the warehouse and distribution centers.	0		false	4	4.6.3		Operating Processes	life-sciences
10356	4.6.3.4	Pick, pack, and ship product for delivery	Packing and shipping the product to deliver to the customer. Take care of the internal and external packaging of the products in order to ensure safe transportation of the products from the warehouse to delivery locations. Notify the ERP system and/or Accounts Receivable Dept.	0		false	4	4.6.3		Operating Processes	life-sciences
