id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:molecularWeight	schema:molecularWeight	rdf:Property	molecularWeight	This is the molecular weight of the entity being described, not of the parent. Units should be included in the form '&lt;Number&gt; &lt;unit&gt;', for example '12 amu' or as '&lt;QuantitativeValue&gt;.			schema:MolecularEntity	schema:Text,schema:QuantitativeValue
schema:regionsAllowed	schema:regionsAllowed	rdf:Property	regionsAllowed	The regions where the media is allowed. If not specified, then it's assumed to be allowed everywhere. Specify the countries in [ISO 3166 format](http://en.wikipedia.org/wiki/ISO_3166).			schema:MediaObject	schema:Place
schema:publicAccess	schema:publicAccess	rdf:Property	publicAccess	A flag to signal that the [[Place]] is open to public visitors.  If this property is omitted there is no assumed default boolean value.			schema:Place	schema:Boolean
schema:securityClearanceRequirement	schema:securityClearanceRequirement	rdf:Property	securityClearanceRequirement	A description of any security clearance requirements of the job.			schema:JobPosting	schema:URL,schema:Text
schema:utterances	schema:utterances	rdf:Property	utterances	Text of an utterances (spoken words, lyrics etc.) that occurs at a certain section of a media object, represented as a [[HyperTocEntry]].			schema:HyperTocEntry	schema:Text
schema:legislationPassedBy	schema:legislationPassedBy	rdf:Property	legislationPassedBy	The person or organization that originally passed or made the law: typically parliament (for primary legislation) or government (for secondary legislation). This indicates the "legal author" of the law, as opposed to its physical author.			schema:Legislation	schema:Person,schema:Organization
schema:passengerSequenceNumber	schema:passengerSequenceNumber	rdf:Property	passengerSequenceNumber	The passenger's sequence number as assigned by the airline.			schema:FlightReservation	schema:Text
schema:seatRow	schema:seatRow	rdf:Property	seatRow	The row location of the reserved seat (e.g., B).			schema:Seat	schema:Text
schema:jobStartDate	schema:jobStartDate	rdf:Property	jobStartDate	The date on which a successful applicant for this job would be expected to start work. Choose a specific date in the future or use the jobImmediateStart property to indicate the position is to be filled as soon as possible.			schema:JobPosting	schema:Date,schema:Text
schema:maximumEnrollment	schema:maximumEnrollment	rdf:Property	maximumEnrollment	The maximum number of students who may be enrolled in the program.			schema:EducationalOccupationalProgram	schema:Integer
schema:cvdFacilityCounty	schema:cvdFacilityCounty	rdf:Property	cvdFacilityCounty	Name of the County of the NHSN facility that this data record applies to. Use [[cvdFacilityId]] to identify the facility. To provide other details, [[healthcareReportingData]] can be used on a [[Hospital]] entry.			schema:CDCPMDRecord	schema:Text
schema:nutrition	schema:nutrition	rdf:Property	nutrition	Nutrition information about the recipe or menu item.			schema:Recipe,schema:MenuItem	schema:NutritionInformation
schema:recordLabel	schema:recordLabel	rdf:Property	recordLabel	The label that issued the release.			schema:MusicRelease	schema:Organization
schema:departureBoatTerminal	schema:departureBoatTerminal	rdf:Property	departureBoatTerminal	The terminal or port from which the boat departs.			schema:BoatTrip	schema:BoatTerminal
schema:pickupLocation	schema:pickupLocation	rdf:Property	pickupLocation	Where a taxi will pick up a passenger or a rental car can be picked up.			schema:TaxiReservation,schema:RentalCarReservation	schema:Place
schema:geoCovers	schema:geoCovers	rdf:Property	geoCovers	Represents a relationship between two geometries (or the places they represent), relating a covering geometry to a covered geometry. "Every point of b is a point of (the interior or boundary of) a". As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).			schema:Place,schema:GeospatialGeometry	schema:Place,schema:GeospatialGeometry
schema:menu	schema:menu	rdf:Property	menu	Either the actual menu as a structured representation, as text, or a URL of the menu.		schema:hasMenu	schema:FoodEstablishment	schema:Menu,schema:Text,schema:URL
schema:paymentStatus	schema:paymentStatus	rdf:Property	paymentStatus	The status of payment; whether the invoice has been paid or not.			schema:Invoice	schema:Text,schema:PaymentStatusType
schema:correctionsPolicy	schema:correctionsPolicy	rdf:Property	correctionsPolicy	For an [[Organization]] (e.g. [[NewsMediaOrganization]]), a statement describing (in news media, the newsroom’s) disclosure and correction policy for errors.			schema:NewsMediaOrganization,schema:Organization	schema:URL,schema:CreativeWork
schema:quest	schema:quest	rdf:Property	quest	The task that a player-controlled character, or group of characters may complete in order to gain a reward.			schema:Game,schema:VideoGameSeries	schema:Thing
schema:availableAtOrFrom	schema:availableAtOrFrom	rdf:Property	availableAtOrFrom	The place(s) from which the offer can be obtained (e.g. store locations).			schema:Demand,schema:Offer	schema:Place
schema:algorithm	schema:algorithm	rdf:Property	algorithm	The algorithm or rules to follow to compute the score.			schema:MedicalRiskScore	schema:Text
schema:encodingType	schema:encodingType	rdf:Property	encodingType	The supported encoding type(s) for an EntryPoint request.			schema:EntryPoint	schema:Text
schema:cookingMethod	schema:cookingMethod	rdf:Property	cookingMethod	The method of cooking, such as Frying, Steaming, ...			schema:Recipe	schema:Text
schema:hasPart	schema:hasPart	rdf:Property	hasPart	Indicates an item or CreativeWork that is part of this item, or CreativeWork (in some sense).			schema:CreativeWork	schema:CreativeWork
schema:studySubject	schema:studySubject	rdf:Property	studySubject	A subject of the study, i.e. one of the medical conditions, therapies, devices, drugs, etc. investigated by the study.			schema:MedicalStudy	schema:MedicalEntity
schema:tool	schema:tool	rdf:Property	tool	A sub property of instrument. An object used (but not consumed) when performing instructions or a direction.			schema:HowTo,schema:HowToDirection	schema:Text,schema:HowToTool
schema:applicationSuite	schema:applicationSuite	rdf:Property	applicationSuite	The name of the application suite to which the application belongs (e.g. Excel belongs to Office).			schema:SoftwareApplication	schema:Text
schema:recipeYield	schema:recipeYield	rdf:Property	recipeYield	The quantity produced by the recipe (for example, number of people served, number of servings, etc).			schema:Recipe	schema:Text,schema:QuantitativeValue
schema:normalRange	schema:normalRange	rdf:Property	normalRange	Range of acceptable values for a typical patient, when applicable.			schema:MedicalTest	schema:MedicalEnumeration,schema:Text
schema:leiCode	schema:leiCode	rdf:Property	leiCode	An organization identifier that uniquely identifies a legal entity as defined in ISO 17442.			schema:Organization	schema:Text
schema:propertyID	schema:propertyID	rdf:Property	propertyID	A commonly used identifier for the characteristic represented by the property, e.g. a manufacturer or a standard code for a property. propertyID can be (1) a prefixed string, mainly meant to be used with standards for product properties; (2) a site-specific, non-prefixed string (e.g. the primary key of the property or the vendor-specific ID of the property), or (3) a URL indicating the type of the property, either pointing to an external vocabulary, or a Web resource that describes the property (e.g. a glossary entry). Standards bodies should promote a standard prefix for the identifiers of properties from their standards.			schema:PropertyValue	schema:URL,schema:Text
schema:videoFormat	schema:videoFormat	rdf:Property	videoFormat	The type of screening or video broadcast used (e.g. IMAX, 3D, SD, HD, etc.).			schema:BroadcastEvent,schema:BroadcastService,schema:ScreeningEvent	schema:Text
schema:byMonthDay	schema:byMonthDay	rdf:Property	byMonthDay	Defines the day(s) of the month on which a recurring [[Event]] takes place. Specified as an [[Integer]] between 1-31.			schema:Schedule	schema:Integer
schema:editor	schema:editor	rdf:Property	editor	Specifies the Person who edited the CreativeWork.			schema:CreativeWork	schema:Person
schema:suggestedAnswer	schema:suggestedAnswer	rdf:Property	suggestedAnswer	An answer (possibly one of several, possibly incorrect) to a Question, e.g. on a Question/Answer site.			schema:Question	schema:Answer,schema:ItemList
schema:publication	schema:publication	rdf:Property	publication	A publication event associated with the item.			schema:CreativeWork	schema:PublicationEvent
schema:accessibilityHazard	schema:accessibilityHazard	rdf:Property	accessibilityHazard	A characteristic of the described resource that is physiologically dangerous to some users. Related to WCAG 2.0 guideline 2.3. Values should be drawn from the [approved vocabulary](https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityHazard-vocabulary).			schema:CreativeWork	schema:Text
schema:cvdCollectionDate	schema:cvdCollectionDate	rdf:Property	cvdCollectionDate	collectiondate - Date for which patient counts are reported.			schema:CDCPMDRecord	schema:Text,schema:DateTime
schema:specialOpeningHoursSpecification	schema:specialOpeningHoursSpecification	rdf:Property	specialOpeningHoursSpecification	The special opening hours of a certain place.\n\nUse this to explicitly override general opening hours brought in scope by [[openingHoursSpecification]] or [[openingHours]].       			schema:Place	schema:OpeningHoursSpecification
schema:foundingLocation	schema:foundingLocation	rdf:Property	foundingLocation	The place where the Organization was founded.			schema:Organization	schema:Place
schema:sportsEvent	schema:sportsEvent	rdf:Property	sportsEvent	A sub property of location. The sports event where this action occurred.			schema:ExerciseAction	schema:SportsEvent
schema:dateModified	schema:dateModified	rdf:Property	dateModified	The date on which the CreativeWork was most recently modified or when the item's entry was modified within a DataFeed.			schema:DataFeedItem,schema:CreativeWork	schema:DateTime,schema:Date
