id	frequency	sources	baseNoun	modifiers	description
Publisher	6	Tasks			
SubjectMatterForm	6	Tasks			
ExpressPersonalFeelingsIdeas	6	Tasks			
ExperiencesIdeas	6	Tasks			
SuitableForm	6	Tasks			
HumorousMaterial	6	Tasks			
Authors	6	Tasks			
EducationalInterpreters	6	Tasks			
ServicesProvided	6	Tasks			
RelatedMaterials	6	Tasks			
Monitors	6	Tasks			
Cranes	6	Tasks			
VisualAids	6	Tasks			
PresentEvidence	6	Tasks			
MotionPictureCameras	6	Tasks			
Together	6	Tasks			
MedicalHistories	6	Tasks			
InsuranceClaims	6	Tasks			
NutritionPlans	6	Tasks			
Dietary	6	Tasks			
WorkersWhoPlan	6	Tasks			
NutrigenomicNutrigeneticResearch	6	Tasks			
PharmaceuticalSupplies	6	Tasks			
AppropriateMobilityDevicesSuchAsHumanGuides	6	Tasks			
VisualImpairments	6	Tasks			
UseMobilityDevicesSuchAsHumanGuides	6	Tasks			
UseTactile	6	Tasks			
ProprioceptiveInformation	6	Tasks			
AreasSuchAsVision	6	Tasks			
MobilitySkills	6	Tasks			
TravelIndependently	6	Tasks			
SimulatedTravelSituationsExercises	6	Tasks			
GroupsSuchAsParents	6	Tasks			
IndependentLivingSkillsSuchAsAdaptiveEating	6	Tasks			
RehabilitationPlansAreNeeded	6	Tasks			
BasicLifeSkills	6	Tasks			
AreasSuchAsSelfCare	6	Tasks			
MealPreparation	6	Tasks			
ImproveCommunication	6	Tasks			
UseAdaptiveEquipment	6	Tasks			
ElectronicDevices	6	Tasks			
Collaborating	6	Tasks			
TestsTestResults	6	Tasks			
InterpretTestResults	6	Tasks			
ReadBraille	6	Tasks			
WriteBraille	6	Tasks			
TreatmentProcedures	6	Tasks			
Traction	6	Tasks			
ProtectionDevices	6	Tasks			
ArtTherapySessions	6	Tasks			
ArtTherapy	6	Tasks			
AssessFunctioning	6	Tasks			
MusicTherapyExperiences	6	Tasks			
PatientsConditions	6	Tasks			
Illnesses	6	Tasks			
Output	6	Tasks			
Prognoses	6	Tasks			
Electrocardiogram	6	Tasks			
OtherCardiovascularTests	6	Tasks			
UltrasoundDisplayScreen	6	Tasks			
DiagnosticImagingEquipment	6	Tasks			
MentalDisorder	6	Tasks			
NeuromuscularDisorders	6	Tasks			
RehabilitationServices	6	Tasks			
LaboratoryTestsDiagnosticImagingProcedures	6	Tasks			
Therapists	6	Tasks			
Patient'sMedicalHistory	6	Tasks			
SurgeryServices	6	Tasks			
ConsultationAssistance	6	Tasks			
SurgicalAssistance	6	Tasks			
CardiologyEquipment	6	Tasks			
ClericalDuties	6	Tasks			
SafetyPrecautions	6	Tasks			
Radiologist	6	Tasks			
PatientDataTreatmentRecordsPrepareReports	6	Tasks			
PhysicianPatient'sConditionInjury	6	Tasks			
MenuPlanning	6	Tasks			
AnimalsRecovering	6	Tasks			
Gavages	6	Tasks			
Kennels	6	Tasks			
ControlSpread	6	Tasks			
TreatmentRooms	6	Tasks			
Eyeglasses	6	Tasks			
PatientsMedicalRecords	6	Tasks			
PatientMedicalRecords	6	Tasks			
DetermineApplianceNeeds	6	Tasks			
IdentifyFactorsCouldAffectApplianceFit	6	Tasks			
BeFitted	6	Tasks			
Oxygen	6	Tasks			
Beds	6	Tasks			
Corpses	6	Tasks			
DepartmentalPoliciesProcedures	6	Tasks			
ApplicableFireCodes	6	Tasks			
EstablishProcedures	6	Tasks			
PrescribedBurnProjects	6	Tasks			
DetectEvidence	6	Tasks			
FirePrevention	6	Tasks			
Contraband	6	Tasks			
Escort	6	Tasks			
TrucksUsed	6	Tasks			
AccidentScenes	6	Tasks			
MakeArrests	6	Tasks			
Crop	6	Tasks			
Lost	6	Tasks			
BePaid	6	Tasks			
Irregularities	6	Tasks			
TakeMessages	6	Tasks			
WeatherBeachConditions	6	Tasks			
RecreationalEquipment	6	Tasks			
ChairLifts	6	Tasks			
PassengersTrips	6	Tasks			
TimeSequences	6	Tasks			
Collaborate	6	Tasks			
FoodSupplies	6	Tasks			
Glasses	6	Tasks			
FoodItems	6	Tasks			
CleaningDuties	6	Tasks			
Kitchens	6	Tasks			
SpecialDietaryNeeds	6	Tasks			
PositionThem	6	Tasks			
StorageWorkAreas	6	Tasks			
OperatingProceduresWorkStandardsWillEnsureAdequatePerformancePersonnelSafety	6	Tasks			
PruningTreesShrubs	6	Tasks			
ServiceEstimatesBased	6	Tasks			
OrderAppropriateTreatments	6	Tasks			
PersonnelReports	6	Tasks			
ContractsAssignments	6	Tasks			
DetermineService	6	Tasks			
WorkforceRequirements	6	Tasks			
AvoidSuchProblems	6	Tasks			
ManagersArchitects	6	Tasks			
LandscapeArchitects	6	Tasks			
IncreaseCrewEfficiency	6	Tasks			
LandscapedAreas	6	Tasks			
RepairingSidewalks	6	Tasks			
SprinklerSystems	6	Tasks			
ValvePipeCoverageNeeds	6	Tasks			
CustomersRegardingFees	6	Tasks			
GuestsRooms	6	Tasks			
Litter	6	Tasks			
SprayerTanks	6	Tasks			
DetermineAppropriateCourse	6	Tasks			
PumpsSprayEquipment	6	Tasks			
HosesSelectedAccording	6	Tasks			
Velocities	6	Tasks			
NozzlesSelectedAccording	6	Tasks			
DrivingInstructions	6	Tasks			
Refuse	6	Tasks			
EventsSchedules	6	Tasks			
EntertainmentRelatedWorkers	6	Tasks			
RecreationRelatedWorkers	6	Tasks			
ChangesAffectingWorkers	6	Tasks			
AsPoint	6	Tasks			
RecreationalEntertainmentActivities	6	Tasks			
AdmissionTickets	6	Tasks			
FacilityMemberships	6	Tasks			
EntertainmentEvents	6	Tasks			
VerifyAuthenticity	6	Tasks			
DateIssued	6	Tasks			
Passes	6	Tasks			
FacilityProvidingInformation	6	Tasks			
LocalAttractions	6	Tasks			
LostChildren	6	Tasks			
PressBoxPatronsDuringPerformances	6	Tasks			
TicketsCollected	6	Tasks			
ArtistMerchandise	6	Tasks			
Enter	6	Tasks			
InformationalKiosks	6	Tasks			
EventSigns	6	Tasks			
Posters	6	Tasks			
Shut	6	Tasks			
Alterations	6	Tasks			
PerformMinorRepairs	6	Tasks			
PublicBaths	6	Tasks			
DressingRoomFacilities	6	Tasks			
ClothingContainers	6	Tasks			
PatronsFacilityUse	6	Tasks			
Daubers	6	Tasks			
Laundering	6	Tasks			
PersonalPossessions	6	Tasks			
WashingMachines	6	Tasks			
CleanSoiledApparel	6	Tasks			
ServicesSuchAsClothesPressing	6	Tasks			
PeopleWhoHaveDied	6	Tasks			
Cemeteries	6	Tasks			
Graves	6	Tasks			
CasketsFuneralCorteges	6	Tasks			
ChurchesSites	6	Tasks			
BurialSites	6	Tasks			
LeadFuneralCorteges	6	Tasks			
PrearrangedFunerals	6	Tasks			
HonoraryGroups	6	Tasks			
CommunityActivities	6	Tasks			
Wigs	6	Tasks			
ReturnItems	6	Tasks			
GroupMembers	6	Tasks			
Totals	6	Tasks			
GamblingChips	6	Tasks			
RentalItems	6	Tasks			
ReceiveOrders	6	Tasks			
ProspectiveClients	6	Tasks			
BuySecurities	6	Tasks			
SellSecurities	6	Tasks			
Offers	6	Tasks			
OptimalLevels	6	Tasks			
OtherSecurities	6	Tasks			
InvestmentDealers	6	Tasks			
FinancialOptions	6	Tasks			
OpportunitiesChannels	6	Tasks			
DevelopChannels	6	Tasks			
SecuritiesTransactions	6	Tasks			
GoverningAgencyRegulations	6	Tasks			
SellServicesAddressNeeds	6	Tasks			
FactorsAffectPriceMovement	6	Tasks			
OtherTraders	6	Tasks			
ParticularSecurities	6	Tasks			
LatestPriceQuotes	6	Tasks			
DetermineContinuedProfitability	6	Tasks			
CheckProcessingServices	6	Tasks			
SecuritiesSalesPurchases	6	Tasks			
CommoditiesSalesPurchases	6	Tasks			
PriceQuotations	6	Tasks			
ParticularMarket	6	Tasks			
FinancialDerivatives	6	Tasks			
ResolveProblemsOngoingSupport	6	Tasks			
DiscussHowServicesCanMeetNeeds	6	Tasks			
CompleteSales	6	Tasks			
ExplainServiceSpecifications	6	Tasks			
ProspectiveCustomersUsingBusinessDirectories	6	Tasks			
PurchasedServices	6	Tasks			
CustomersBased	6	Tasks			
Demonstrators	6	Tasks			
ProductsUse	6	Tasks			
ServicesUse	6	Tasks			
ProspectLists	6	Tasks			
MerchandisePayment	6	Tasks			
BuyingPartiesSponsorship	6	Tasks			
SolicitSponsorship	6	Tasks			
ProductFeatures	6	Tasks			
ProductSamplesDetailsProducts	6	Tasks			
LiteratureDetailsProducts	6	Tasks			
CustomersTravel	6	Tasks			
PurchaseMerchandiseServices	6	Tasks			
IncomingCalls	6	Tasks			
ComputersProgrammed	6	Tasks			
EnsurePaymentsAreUp	6	Tasks			
BudgetDataBased	6	Tasks			
TaxFormsReturns	6	Tasks			
Statistical	6	Tasks			
AuditingReportsTablesPertaining	6	Tasks			
DepartureTimes	6	Tasks			
FormsDocumentation	6	Tasks			
DetermineWhetherApplicantsAreQualified	6	Tasks			
ObtainDesiredLicenses	6	Tasks			
Authenticity	6	Tasks			
MeetingsDistribute	6	Tasks			
AppropriateOfficialsStaffMembers	6	Tasks			
PublicNotification	6	Tasks			
VitalFiscalRecordsAccounts	6	Tasks			
QuestionsAdvice	6	Tasks			
PublicRegardingLicensingPolicies	6	Tasks			
LegalDocumentsSubmitted	6	Tasks			
Distributed	6	Tasks			
RecordChecks	6	Tasks			
ProofreadingCorrespondence	6	Tasks			
CorrespondenceActions	6	Tasks			
ContractAdministrationDuties	6	Tasks			
DogLicenses	6	Tasks			
Computerization	6	Tasks			
MunicipalDocuments	6	Tasks			
BeCalled	6	Tasks			
Bellhops	6	Tasks			
GuestsDuringCheckOutProcess	6	Tasks			
LobbyCommonAreas	6	Tasks			
TeaSupplies	6	Tasks			
ObtainingValidData	6	Tasks			
ReceivingPayments	6	Tasks			
PatientServices	6	Tasks			
AssistingPatients	6	Tasks			
Inconsistencies	6	Tasks			
IntervieweesResponses	6	Tasks			
AppropriateQuestioningExplanation	6	Tasks			
SupervisorDaily	6	Tasks			
IntervieweesSurveyQuestions	6	Tasks			
InterpretSurveyQuestions	6	Tasks			
CompanyPersonnelPolicies	6	Tasks			
ReportsDocumentsPertaining	6	Tasks			
ScreenEvaluateThem	6	Tasks			
EmploymentApplications	6	Tasks			
EvaluateQualificationsEligibility	6	Tasks			
JobVacanciesEligibleWorkers	6	Tasks			
NotifyEligibleWorkers	6	Tasks			
ApplicantEmployeeAptitude	6	Tasks			
PerformOtherSecurity	6	Tasks			
BoardingAssistance	6	Tasks			
DeliveryTrucks	6	Tasks			
MakePayments	6	Tasks			
ServiceEquipment	6	Tasks			
NecessaryRepairs	6	Tasks			
PersonnelLocationsUtilization	6	Tasks			
CoordinateService	6	Tasks			
EquipmentLocationsUtilization	6	Tasks			
PersonnelRequired	6	Tasks			
IssueThem	6	Tasks			
ItemsAccording	6	Tasks			
EstablishedRoutingSchemes	6	Tasks			
MailContainers	6	Tasks			
MailTrucks	6	Tasks			
ProductionSchedulesWhenRequiredDue	6	Tasks			
StaffingTables	6	Tasks			
ExpediteFlow	6	Tasks			
MaterialsMeetProductionSchedules	6	Tasks			
ResolveComplaintsEliminateDelays	6	Tasks			
DepartmentSupervisorsPersonnel	6	Tasks			
AssessProgressNeededChanges	6	Tasks			
DiscussNeededChanges	6	Tasks			
ProductionCommitments	6	Tasks			
Timetables	6	Tasks			
ProductsMonitorWorkProcesses	6	Tasks			
DocumentationRelated	6	Tasks			
ProductionSequences	6	Tasks			
ProductConstructionDirectionsLocationsInformation	6	Tasks			
RequiredTools	6	Tasks			
ShipmentContents	6	Tasks			
Compare	6	Tasks			
ShipmentData	6	Tasks			
RectifyProblems	6	Tasks			
DepartmentsUsingHandtruck	6	Tasks			
SortingBins	6	Tasks			
CarrierRepresentatives	6	Tasks			
ShippingDelivery	6	Tasks			
PriceList	6	Tasks			
DetermineWhichHaveEnvironmentalImpact	6	Tasks			
MaintainShipping	6	Tasks			
IdentificationLabelsThem	6	Tasks			
ProductsParts	6	Tasks			
ProductSamplesThem	6	Tasks			
StockProductsNotMeetingQualityStandards	6	Tasks			
LoadsNotMeetingQualityStandards	6	Tasks			
ProductsRecords	6	Tasks			
DefectsPerWorkerReasons	6	Tasks			
Reasons	6	Tasks			
ExaminationRecords	6	Tasks			
ProductsReceivedShipped	6	Tasks			
ExchangeInformationRegardingProducts	6	Tasks			
IncomingShipments	6	Tasks			
DirectCalls	6	Tasks			
BeTyped	6	Tasks			
ElectronicPublications	6	Tasks			
ItemsAreAddressedCorrectly	6	Tasks			
DesignatedAreasAccording	6	Tasks			
Manner	6	Tasks			
LargeVolumeMailers	6	Tasks			
MailMachineOutput	6	Tasks			
EliminateCauses	6	Tasks			
FoldedSheets	6	Tasks			
CustomersUponPresentation	6	Tasks			
WrittenNoticesIdentification	6	Tasks			
OtherIdentification	6	Tasks			
DeliveryServices	6	Tasks			
CourierServices	6	Tasks			
IncomingLettersPackages	6	Tasks			
DestinationPlaceIdentifyingTags	6	Tasks			
SacksBins	6	Tasks			
OutgoingLettersPackages	6	Tasks			
ItemsScheduled	6	Tasks			
PrintingMailing	6	Tasks			
MailProducts	6	Tasks			
ObserveMachineOperations	6	Tasks			
BeDone	6	Tasks			
MakeAdjustmentsAsNecessary	6	Tasks			
Proofs	6	Tasks			
TasksSuchAsFeeding	6	Tasks			
CleaningMaintenance	6	Tasks			
FishReared	6	Tasks			
ShellfishReared	6	Tasks			
FishPonds	6	Tasks			
DetermineCompleteness	6	Tasks			
BedsPonds	6	Tasks			
SoilConditions	6	Tasks			
PlantStock	6	Tasks			
Cultivating	6	Tasks			
PersonnelWork	6	Tasks			
TimePayrollReports	6	Tasks			
CasualSeasonalHelpDuringPlantingHarvesting	6	Tasks			
PotThem	6	Tasks			
FarmVehicles	6	Tasks			
CropProgress	6	Tasks			
PesticidesFertilizers	6	Tasks			
AgriculturalProducts	6	Tasks			
PlantsFlowers	6	Tasks			
OutdoorIrrigationSystems	6	Tasks			
PublicRegardingSelection	6	Tasks			
IrrigationClimateControlSystems	6	Tasks			
AssessQuality	6	Tasks			
ProvideExtensiveTreatment	6	Tasks			
DutiesRelated	6	Tasks			
Nets	6	Tasks			
Limbs	6	Tasks			
FelledTrees	6	Tasks			
Pulpwood	6	Tasks			
Marks	6	Tasks			
LayOutWork	6	Tasks			
ExcessMortar	6	Tasks			
VerticalAlignment	6	Tasks			
Pattern	6	Tasks			
Marble	6	Tasks			
Digging	6	Tasks			
Ceilings	6	Tasks			
MaterialNeeded	6	Tasks			
MarkSurfaces	6	Tasks			
FormsHoldConcrete	6	Tasks			
DamagedAreas	6	Tasks			
WoodenMolds	6	Tasks			
PressThem	6	Tasks			
PushMoveLevers	6	Tasks			
ControlOperation	6	Tasks			
MachineAttachments	6	Tasks			
PavingMachines	6	Tasks			
AsphaltOtherMaterial	6	Tasks			
HoppersScreeds	6	Tasks			
TruckTrailers	6	Tasks			
Steel	6	Tasks			
TampingMachinesRollSurfaces	6	Tasks			
CompactEarthFills	6	Tasks			
FinishedRoadMaterials	6	Tasks			
ManuallyRollSurfaces	6	Tasks			
CurbingMachines	6	Tasks			
ExtrudeConcreteAsphaltCurbing	6	Tasks			
MachinesCleanExpansionJoints	6	Tasks			
ConcreteRoutOutCracks	6	Tasks			
AsphaltRoutOutCracks	6	Tasks			
CutExpansionJoints	6	Tasks			
FormsOutGuidelines	6	Tasks			
Curbs	6	Tasks			
ConcreteWaterMixes	6	Tasks			
Pilings	6	Tasks			
FuelSupplies	6	Tasks			
BlueprintsSpecifications	6	Tasks			
InsulatingMaterials	6	Tasks			
Sealers	6	Tasks			
SpecifiedFinishes	6	Tasks			
PlumbingFixtures	6	Tasks			
WaterHeaters	6	Tasks			
Flat	6	Tasks			
Indirect	6	Tasks			
WaterSources	6	Tasks			
SteelBeams	6	Tasks			
UsingMachines	6	Tasks			
MaterialMoving	6	Tasks			
PolishingMachines	6	Tasks			
MaterialsSuchAsMarbleSlabs	6	Tasks			
ExcessGrout	6	Tasks			
TileJoints	6	Tasks			
BrickJoints	6	Tasks			
Residue	6	Tasks			
BrokenBricksUsingFillers	6	Tasks			
Cut	6	Tasks			
AssembledParts	6	Tasks			
ElectricalUnits	6	Tasks			
Punches	6	Tasks			
PartsTogether	6	Tasks			
HeavyEquipment	6	Tasks			
CuttingTorchesEquipment	6	Tasks			
ProtectiveCoverings	6	Tasks			
PlasterArticles	6	Tasks			
Breaks	6	Tasks			
StrippingTanks	6	Tasks			
Pipe	6	Tasks			
DefectiveUnits	6	Tasks			
Counterweights	6	Tasks			
Tie	6	Tasks			
ExcavationSites	6	Tasks			
Tops	6	Tasks			
DrillPipe	6	Tasks			
ExplosiveCharges	6	Tasks			
AirPressure	6	Tasks			
DownwardPressure	6	Tasks			
DrillBitsDrillRods	6	Tasks			
StabilizeRigs	6	Tasks			
BoringPositions	6	Tasks			
MachinesSuchAsReplacingParts	6	Tasks			
UpgradeWork	6	Tasks			
AppropriateDrill	6	Tasks			
LostEquipment	6	Tasks			
ClientRequirementsLocations	6	Tasks			
DetermineCostEstimates	6	Tasks			
ProposedLocations	6	Tasks			
Explosions	6	Tasks			
Clay	6	Tasks			
Tubes	6	Tasks			
Sides	6	Tasks			
Decks	6	Tasks			
SpecialDiagnosticSoftwarePrograms	6	Tasks			
Burned	6	Tasks			
MalfunctioningTelecommunicationsEquipment	6	Tasks			
IsolateSources	6	Tasks			
UpdatedEquipment	6	Tasks			
CommunicationEquipmentSuchAsDataTelephoneCommunicationLines	6	Tasks			
WorkIsCompleted	6	Tasks			
DamagedTelephones	6	Tasks			
ComputerRecordsPertaining	6	Tasks			
ManualRecordsPertaining	6	Tasks			
RemakeConnections	6	Tasks			
TestReadings	6	Tasks			
TroubleReports	6	Tasks			
EnhanceEquipmentPerformanceRespond	6	Tasks			
HolesAsNecessary	6	Tasks			
TrenchesAsNecessary	6	Tasks			
Manufacturer'sInstructions	6	Tasks			
CablesLines	6	Tasks			
TelephoneTransmissionFacilities	6	Tasks			
RelatedApparatus	6	Tasks			
SpecialIssuesSuchAsIllegalUnauthorizedUse	6	Tasks			
LocateDamageWornPartsDiagnoseMalfunctions	6	Tasks			
Velocity	6	Tasks			
RebuildDefectiveMechanicalParts	6	Tasks			
AlignmentsDimensions	6	Tasks			
UsingHand	6	Tasks			
DefectivePartsSuchAsCoilLeads	6	Tasks			
Battery	6	Tasks			
RechargeBatteriesAsNecessary	6	Tasks			
KnivesCuttingPliers	6	Tasks			
ElectronicEquipmentInstrumentsSuchAsTelevisions	6	Tasks			
AircraftComponents	6	Tasks			
Tension	6	Tasks			
CheckThem	6	Tasks			
RemoveDents	6	Tasks			
Solder	6	Tasks			
DamagedGlass	6	Tasks			
PlasticUsed	6	Tasks			
Automobiles	6	Tasks			
ReplaceSubassemblies	6	Tasks			
ServicesRepairs	6	Tasks			
Filters	6	Tasks			
FrayedWiring	6	Tasks			
Punctures	6	Tasks			
TireCasings	6	Tasks			
SchematicDrawings	6	Tasks			
RepairNeeds	6	Tasks			
Replenished	6	Tasks			
ElectricalDistributionTransmissionSystems	6	Tasks			
Excess	6	Tasks			
MetalInstruments	6	Tasks			
EvaluateOperatingCondition	6	Tasks			
GasLines	6	Tasks			
BatteriesAsNeeded	6	Tasks			
NewPartsUsingHandTools	6	Tasks			
CleaningEquipment	6	Tasks			
RewireElectricalComponents	6	Tasks			
BrokenEquipment	6	Tasks			
FacilitateRepairEquipmentWhenRepairsAreComplete	6	Tasks			
ReassembleEquipmentWhenRepairsAreComplete	6	Tasks			
ProtectiveMaterials	6	Tasks			
PhysicalStructures	6	Tasks			
JigsFixtures	6	Tasks			
PrototypesDemonstrators	6	Tasks			
Integrated	6	Tasks			
MachinesSystems	6	Tasks			
Crimp	6	Tasks			
StraightenTubing	6	Tasks			
OperateMachinesSystems	6	Tasks			
ElectronicallyControlledUnits	6	Tasks			
SegregateWasteMaterial	6	Tasks			
CableCutters	6	Tasks			
VerifyFunctioning	6	Tasks			
BeginningWork	6	Tasks			
CustomerSpecifications	6	Tasks			
TimepieceParts	6	Tasks			
EnsureMeatQuality	6	Tasks			
Bones	6	Tasks			
SetupProceduresMachineDiesAccording	6	Tasks			
SelectMachineDiesAccording	6	Tasks			
SpecifiedLengthsWeights	6	Tasks			
MachinesExtrudeThermoplasticMaterials	6	Tasks			
MetalMaterials	6	Tasks			
Pelletized	6	Tasks			
TestingDevicesSuchAsAcid	6	Tasks			
ImpactTesters	6	Tasks			
MixedMaterials	6	Tasks			
StuffRolls	6	Tasks			
PlasticDough	6	Tasks			
MachineCylinders	6	Tasks			
DrawMetal	6	Tasks			
PressMetal	6	Tasks			
WornDiesWhenProductsVary	6	Tasks			
ShearingMechanisms	6	Tasks			
CutRods	6	Tasks			
DetermineSpecifiedTolerances	6	Tasks			
MetalWiresWorkpieces	6	Tasks			
DiesCompressShapeStock	6	Tasks			
FormDieImpressions	6	Tasks			
TendPressesForgingMachines	6	Tasks			
Flattening	6	Tasks			
MachineCyclesOperation	6	Tasks			
DetectJammingEnsureProductsConform	6	Tasks			
EnsureProductsConform	6	Tasks			
MillOperation	6	Tasks			
Flatten	6	Tasks			
RollingOrders	6	Tasks			
MillSchedules	6	Tasks			
DraftSpaceSpeed	6	Tasks			
MillStand	6	Tasks			
PlanRollingSequencesDimensionsTempers	6	Tasks			
SpecifiedDimensionsTempers	6	Tasks			
RollSpeed	6	Tasks			
OilCups	6	Tasks			
TrimWorkpieces	6	Tasks			
ChangeRolls	6	Tasks			
ElectricBuffers	6	Tasks			
SizingMillsRemoved	6	Tasks			
MarredSurfacesSortDefectivePiecesAccording	6	Tasks			
RecordOperationalData	6	Tasks			
Saw	6	Tasks			
StraightenMetalPlasticMaterial	6	Tasks			
SetCuttingSpeeds	6	Tasks			
AdjustComponents	6	Tasks			
SecureWorkpieces	6	Tasks			
DirectWorkpieces	6	Tasks			
DefectiveBladesUsingHandTools	6	Tasks			
CoolantAgainstCuttingAreas	6	Tasks			
StartAirflowBlowsCuttingsAway	6	Tasks			
Kerfs	6	Tasks			
Oilstones	6	Tasks			
RemoveNicks	6	Tasks			
DeliverMaterials	6	Tasks			
WorkpiecesAsGuides	6	Tasks			
CuttingOperations	6	Tasks			
SharpEdges	6	Tasks			
BladeTensions	6	Tasks			
PerformPrescribedCuts	6	Tasks			
JoinSheetMetal	6	Tasks			
MachinedWork	6	Tasks			
FixedTelescopingGauges	6	Tasks			
LowerTools	6	Tasks			
WorkpiecesEngageAutomaticFeeds	6	Tasks			
EngageAutomaticFeeds	6	Tasks			
WorkpieceReferenceLinesAreParallel	6	Tasks			
Axis	6	Tasks			
TableRotation	6	Tasks			
OverHoleLocations	6	Tasks			
WornCuttingTools	6	Tasks			
DrillingMachineOperations	6	Tasks			
BoringMachineOperations	6	Tasks			
WorkTablesEitherManually	6	Tasks			
HoistsDirectCraneOperators	6	Tasks			
LiftPositionWorkpieces	6	Tasks			
CoolantsCuttingOilOverCuttingAreas	6	Tasks			
LinesMachiningLocations	6	Tasks			
DuplicateContours	6	Tasks			
IndexWorkpieces	6	Tasks			
MachineChucks	6	Tasks			
LubricatingCompounds	6	Tasks			
MachinePartsTools	6	Tasks			
MachiningTools	6	Tasks			
Buffs	6	Tasks			
SetSpacing	6	Tasks			
MachineControlsToolSettings	6	Tasks			
ChangeToolSettings	6	Tasks			
SetCuttingSpeedsFeedRates	6	Tasks			
DepthsFeedRates	6	Tasks			
SharpenDullCuttingToolsUsingBenchGrindersMachines	6	Tasks			
FeedTools	6	Tasks			
AlongWorkpieces	6	Tasks			
LatheMachinesOperations	6	Tasks			
TurningMachinesOperations	6	Tasks			
ComputerNumericalControlMachines	6	Tasks			
StockWorkpiecesManuallyUsingHoists	6	Tasks			
ControlStockMovement	6	Tasks			
ToolMovement	6	Tasks			
Coolant	6	Tasks			
CoatDisks	6	Tasks			
SpinningCompounds	6	Tasks			
Calipers	6	Tasks			
SetCuttingSpecifications	6	Tasks			
MillingMachineOperation	6	Tasks			
PlaningMachineOperation	6	Tasks			
SharpenDullTools	6	Tasks			
WorkpiecesAccording	6	Tasks			
ShopMathematics	6	Tasks			
ProductionOutput	6	Tasks			
PullLevers	6	Tasks			
StartRegulateFlow	6	Tasks			
CoolantLubricant	6	Tasks			
TemplatesTools	6	Tasks			
MoltenMetal	6	Tasks			
MetalIngots	6	Tasks			
MoldSections	6	Tasks			
LowerSections	6	Tasks			
DimensionDefects	6	Tasks			
AutomaticMachines	6	Tasks			
EnsureProductsMeetSpecificationsDetectJamsMalfunctions	6	Tasks			
DetectJamsMalfunctions	6	Tasks			
TimeSettingsRequired	6	Tasks			
MaintenanceWorkSuchAsCleaningMachines	6	Tasks			
OilingMachines	6	Tasks			
InnerSurfaces	6	Tasks			
PositionDies	6	Tasks			
MachinesDies	6	Tasks			
PressesDies	6	Tasks			
CoolantsFlow	6	Tasks			
EquipmentHoldingFixtures	6	Tasks			
WorkpieceHoldingFixtures	6	Tasks			
MetalSand	6	Tasks			
MeltingPots	6	Tasks			
Dross	6	Tasks			
BlueprintsOrders	6	Tasks			
DetermineProductSpecificationsInstructions	6	Tasks			
MachineStops	6	Tasks			
SpecifiedLengthsAsIndicated	6	Tasks			
Scale	6	Tasks			
MinorElectricalRepairsAdjustments	6	Tasks			
