id	name	description	industry	stage
IdeaSpecialtyExceptPsychiatricSubstanceAbuseHospitalsStartup	Idea Specialty (except Psychiatric and Substance Abuse) Hospitals Startup	Idea stage startup in specialty (except psychiatric and substance abuse) hospitals	6223	Idea
IdeaSpecialtyFoodRetailersStartup	Idea Specialty Food Retailers Startup	Idea stage startup in specialty food retailers	4452	Idea
IdeaSpecialtyTradeContractorsStartup	Idea Specialty Trade Contractors Startup	Idea stage startup in specialty trade contractors	238	Idea
IdeaSpectatorSportsStartup	Idea Spectator Sports Startup	Idea stage startup in spectator sports	7112	Idea
IdeaSportingGoodsHobbyMusicalInstrumentBookMiscellaneousRetailersStartup	Idea Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers Startup	Idea stage startup in sporting goods, hobby, musical instrument, book, and miscellaneous retailers	459	Idea
IdeaSportingGoodsHobbyMusicalInstrumentRetailersStartup	Idea Sporting Goods, Hobby, and Musical Instrument Retailers Startup	Idea stage startup in sporting goods, hobby, and musical instrument retailers	4591	Idea
IdeaSpringWireProductManufacturingStartup	Idea Spring and Wire Product Manufacturing Startup	Idea stage startup in spring and wire product manufacturing	3326	Idea
IdeaSteelProductManufacturingPurchasedSteelStartup	Idea Steel Product Manufacturing from Purchased Steel Startup	Idea stage startup in steel product manufacturing from purchased steel	3312	Idea
IdeaSugarConfectioneryProductManufacturingStartup	Idea Sugar and Confectionery Product Manufacturing Startup	Idea stage startup in sugar and confectionery product manufacturing	3113	Idea
IdeaSupportActivitiesAgricultureForestryStartup	Idea Support Activities for Agriculture and Forestry Startup	Idea stage startup in support activities for agriculture and forestry	115	Idea
IdeaSupportActivitiesAirTransportationStartup	Idea Support Activities for Air Transportation Startup	Idea stage startup in support activities for air transportation	4881	Idea
IdeaSupportActivitiesAnimalProductionStartup	Idea Support Activities for Animal Production Startup	Idea stage startup in support activities for animal production	1152	Idea
IdeaSupportActivitiesCropProductionStartup	Idea Support Activities for Crop Production Startup	Idea stage startup in support activities for crop production	1151	Idea
IdeaSupportActivitiesForestryStartup	Idea Support Activities for Forestry Startup	Idea stage startup in support activities for forestry	1153	Idea
IdeaSupportActivitiesMiningStartup	Idea Support Activities for Mining Startup	Idea stage startup in support activities for mining	213	Idea
IdeaSupportActivitiesMiningStartup	Idea Support Activities for Mining Startup	Idea stage startup in support activities for mining	2131	Idea
IdeaSupportActivitiesRailTransportationStartup	Idea Support Activities for Rail Transportation Startup	Idea stage startup in support activities for rail transportation	4882	Idea
IdeaSupportActivitiesRoadTransportationStartup	Idea Support Activities for Road Transportation Startup	Idea stage startup in support activities for road transportation	4884	Idea
IdeaSupportActivitiesTransportationStartup	Idea Support Activities for Transportation Startup	Idea stage startup in support activities for transportation	488	Idea
IdeaSupportActivitiesWaterTransportationStartup	Idea Support Activities for Water Transportation Startup	Idea stage startup in support activities for water transportation	4883	Idea
IdeaTaxiLimousineServiceStartup	Idea Taxi and Limousine Service Startup	Idea stage startup in taxi and limousine service	4853	Idea
IdeaTechnicalTradeSchoolsStartup	Idea Technical and Trade Schools Startup	Idea stage startup in technical and trade schools	6115	Idea
IdeaTelecommunicationsStartup	Idea Telecommunications Startup	Idea stage startup in telecommunications	517	Idea
IdeaTextileFabricFinishingFabricCoatingMillsStartup	Idea Textile and Fabric Finishing and Fabric Coating Mills Startup	Idea stage startup in textile and fabric finishing and fabric coating mills	3133	Idea
IdeaTextileFurnishingsMillsStartup	Idea Textile Furnishings Mills Startup	Idea stage startup in textile furnishings mills	3141	Idea
IdeaTextileMillsStartup	Idea Textile Mills Startup	Idea stage startup in textile mills	313	Idea
IdeaTextileProductMillsStartup	Idea Textile Product Mills Startup	Idea stage startup in textile product mills	314	Idea
IdeaTimberTractOperationsStartup	Idea Timber Tract Operations Startup	Idea stage startup in timber tract operations	1131	Idea
IdeaTobaccoManufacturingStartup	Idea Tobacco Manufacturing Startup	Idea stage startup in tobacco manufacturing	3122	Idea
IdeaTransitGroundPassengerTransportationStartup	Idea Transit and Ground Passenger Transportation Startup	Idea stage startup in transit and ground passenger transportation	485	Idea
IdeaTransportationEquipmentManufacturingStartup	Idea Transportation Equipment Manufacturing Startup	Idea stage startup in transportation equipment manufacturing	336	Idea
IdeaTravelArrangementReservationServicesStartup	Idea Travel Arrangement and Reservation Services Startup	Idea stage startup in travel arrangement and reservation services	5615	Idea
IdeaTravelerAccommodationStartup	Idea Traveler Accommodation Startup	Idea stage startup in traveler accommodation	7211	Idea
IdeaTruckTransportationStartup	Idea Truck Transportation Startup	Idea stage startup in truck transportation	484	Idea
IdeaUrbanTransitSystemsStartup	Idea Urban Transit Systems Startup	Idea stage startup in urban transit systems	4851	Idea
IdeaUsedMerchandiseRetailersStartup	Idea Used Merchandise Retailers Startup	Idea stage startup in used merchandise retailers	4595	Idea
IdeaUtilitiesStartup	Idea Utilities Startup	Idea stage startup in utilities	22	Idea
IdeaUtilitiesStartup	Idea Utilities Startup	Idea stage startup in utilities	221	Idea
IdeaUtilitySystemConstructionStartup	Idea Utility System Construction Startup	Idea stage startup in utility system construction	2371	Idea
IdeaVegetableMelonFarmingStartup	Idea Vegetable and Melon Farming Startup	Idea stage startup in vegetable and melon farming	1112	Idea
IdeaVeneerPlywoodEngineeredWoodProductManufacturingStartup	Idea Veneer, Plywood, and Engineered Wood Product Manufacturing Startup	Idea stage startup in veneer, plywood, and engineered wood product manufacturing	3212	Idea
IdeaVentilationHeatingAirConditioningCommercialRefrigerationEquipmentManufacturingStartup	Idea Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing Startup	Idea stage startup in ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	3334	Idea
IdeaVocationalRehabilitationServicesStartup	Idea Vocational Rehabilitation Services Startup	Idea stage startup in vocational rehabilitation services	6243	Idea
IdeaWarehouseClubsSupercentersOtherGeneralMerchandiseRetailersStartup	Idea Warehouse Clubs, Supercenters, and Other General Merchandise Retailers Startup	Idea stage startup in warehouse clubs, supercenters, and other general merchandise retailers	4552	Idea
IdeaWarehousingStorageStartup	Idea Warehousing and Storage Startup	Idea stage startup in warehousing and storage	493	Idea
IdeaWarehousingStorageStartup	Idea Warehousing and Storage Startup	Idea stage startup in warehousing and storage	4931	Idea
IdeaWasteCollectionStartup	Idea Waste Collection Startup	Idea stage startup in waste collection	5621	Idea
IdeaWasteManagementRemediationServicesStartup	Idea Waste Management and Remediation Services Startup	Idea stage startup in waste management and remediation services	562	Idea
IdeaWasteTreatmentDisposalStartup	Idea Waste Treatment and Disposal Startup	Idea stage startup in waste treatment and disposal	5622	Idea
IdeaWaterSewageOtherSystemsStartup	Idea Water, Sewage and Other Systems Startup	Idea stage startup in water, sewage and other systems	2213	Idea
IdeaWaterTransportationStartup	Idea Water Transportation Startup	Idea stage startup in water transportation	483	Idea
IdeaWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	Idea Web Search Portals, Libraries, Archives, and Other Information Services Startup	Idea stage startup in web search portals, libraries, archives, and other information services	519	Idea
IdeaWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	Idea Web Search Portals, Libraries, Archives, and Other Information Services Startup	Idea stage startup in web search portals, libraries, archives, and other information services	5192	Idea
IdeaWholesaleTradeAgentsBrokersStartup	Idea Wholesale Trade Agents and Brokers Startup	Idea stage startup in wholesale trade agents and brokers	425	Idea
IdeaWholesaleTradeAgentsBrokersStartup	Idea Wholesale Trade Agents and Brokers Startup	Idea stage startup in wholesale trade agents and brokers	4251	Idea
IdeaWholesaleTradeStartup	Idea Wholesale Trade Startup	Idea stage startup in wholesale trade	42	Idea
IdeaWiredWirelessTelecommunicationsExceptSatelliteStartup	Idea Wired and Wireless Telecommunications (except Satellite) Startup	Idea stage startup in wired and wireless telecommunications (except satellite)	5171	Idea
IdeaWoodProductManufacturingStartup	Idea Wood Product Manufacturing Startup	Idea stage startup in wood product manufacturing	321	Idea
PreSeedAccommodationFoodServicesStartup	PreSeed Accommodation and Food Services Startup	Pre-seed stage startup in accommodation and food services	72	PreSeed
PreSeedAccommodationStartup	PreSeed Accommodation Startup	Pre-seed stage startup in accommodation	721	PreSeed
PreSeedAccountingTaxPreparationBookkeepingPayrollServicesStartup	PreSeed Accounting, Tax Preparation, Bookkeeping, and Payroll Services Startup	Pre-seed stage startup in accounting, tax preparation, bookkeeping, and payroll services	5412	PreSeed
PreSeedActivitiesRelatedCreditIntermediationStartup	PreSeed Activities Related to Credit Intermediation Startup	Pre-seed stage startup in activities related to credit intermediation	5223	PreSeed
PreSeedActivitiesRelatedRealEstateStartup	PreSeed Activities Related to Real Estate Startup	Pre-seed stage startup in activities related to real estate	5313	PreSeed
PreSeedAdministrationEconomicProgramsStartup	PreSeed Administration of Economic Programs Startup	Pre-seed stage startup in administration of economic programs	926	PreSeed
PreSeedAdministrationEconomicProgramsStartup	PreSeed Administration of Economic Programs Startup	Pre-seed stage startup in administration of economic programs	9261	PreSeed
PreSeedAdministrationEnvironmentalQualityProgramsStartup	PreSeed Administration of Environmental Quality Programs Startup	Pre-seed stage startup in administration of environmental quality programs	924	PreSeed
PreSeedAdministrationEnvironmentalQualityProgramsStartup	PreSeed Administration of Environmental Quality Programs Startup	Pre-seed stage startup in administration of environmental quality programs	9241	PreSeed
PreSeedAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	PreSeed Administration of Housing Programs, Urban Planning, and Community Development Startup	Pre-seed stage startup in administration of housing programs, urban planning, and community development	925	PreSeed
PreSeedAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	PreSeed Administration of Housing Programs, Urban Planning, and Community Development Startup	Pre-seed stage startup in administration of housing programs, urban planning, and community development	9251	PreSeed
PreSeedAdministrationHumanResourceProgramsStartup	PreSeed Administration of Human Resource Programs Startup	Pre-seed stage startup in administration of human resource programs	923	PreSeed
PreSeedAdministrationHumanResourceProgramsStartup	PreSeed Administration of Human Resource Programs Startup	Pre-seed stage startup in administration of human resource programs	9231	PreSeed
PreSeedAdministrativeSupportServicesStartup	PreSeed Administrative and Support Services Startup	Pre-seed stage startup in administrative and support services	561	PreSeed
PreSeedAdministrativeSupportWasteManagementRemediationServicesStartup	PreSeed Administrative and Support and Waste Management and Remediation Services Startup	Pre-seed stage startup in administrative and support and waste management and remediation services	56	PreSeed
PreSeedAdvertisingPublicRelationsRelatedServicesStartup	PreSeed Advertising, Public Relations, and Related Services Startup	Pre-seed stage startup in advertising, public relations, and related services	5418	PreSeed
PreSeedAerospaceProductPartsManufacturingStartup	PreSeed Aerospace Product and Parts Manufacturing Startup	Pre-seed stage startup in aerospace product and parts manufacturing	3364	PreSeed
PreSeedAgenciesBrokeragesOtherInsuranceRelatedActivitiesStartup	PreSeed Agencies, Brokerages, and Other Insurance Related Activities Startup	Pre-seed stage startup in agencies, brokerages, and other insurance related activities	5242	PreSeed
