taskId	occupation
WellnessCoordinators.track.Programs.to.EvaluateEffectiveness	Fitness and Wellness Coordinators
FitnessCoordinators.provide.IndividualSupport.in.GeneralWellness	Fitness and Wellness Coordinators
FitnessCoordinators.provide.IndividualSupport.in.Nutrition	Fitness and Wellness Coordinators
FitnessCoordinators.provide.Counseling.in.GeneralWellness	Fitness and Wellness Coordinators
FitnessCoordinators.provide.Counseling.in.Nutrition	Fitness and Wellness Coordinators
WellnessCoordinators.provide.IndividualSupport.in.GeneralWellness	Fitness and Wellness Coordinators
WellnessCoordinators.provide.IndividualSupport.in.Nutrition	Fitness and Wellness Coordinators
WellnessCoordinators.provide.Counseling.in.GeneralWellness	Fitness and Wellness Coordinators
WellnessCoordinators.provide.Counseling.in.Nutrition	Fitness and Wellness Coordinators
FitnessCoordinators.use.ComputerSkills.to.ManageWebSitesPublishNewsletters	Fitness and Wellness Coordinators
FitnessCoordinators.use.ComputerSkills.to.Databases	Fitness and Wellness Coordinators
FitnessCoordinators.use.Software.to.ManageWebSitesPublishNewsletters	Fitness and Wellness Coordinators
FitnessCoordinators.use.Software.to.Databases	Fitness and Wellness Coordinators
WellnessCoordinators.use.ComputerSkills.to.ManageWebSitesPublishNewsletters	Fitness and Wellness Coordinators
WellnessCoordinators.use.ComputerSkills.to.Databases	Fitness and Wellness Coordinators
WellnessCoordinators.use.Software.to.ManageWebSitesPublishNewsletters	Fitness and Wellness Coordinators
WellnessCoordinators.use.Software.to.Databases	Fitness and Wellness Coordinators
FitnessCoordinators.respond.to.Customer	Fitness and Wellness Coordinators
FitnessCoordinators.respond.to.Customer	Fitness and Wellness Coordinators
FitnessCoordinators.respond.MediaRequests.for.Information.about.WellnessPrograms	Fitness and Wellness Coordinators
FitnessCoordinators.respond.MediaRequests.for.Services	Fitness and Wellness Coordinators
WellnessCoordinators.respond.to.Customer	Fitness and Wellness Coordinators
WellnessCoordinators.respond.to.Customer	Fitness and Wellness Coordinators
WellnessCoordinators.respond.MediaRequests.for.Information.about.WellnessPrograms	Fitness and Wellness Coordinators
WellnessCoordinators.respond.MediaRequests.for.Services	Fitness and Wellness Coordinators
FitnessCoordinators.organize.FitnessWellnessPrograms	Fitness and Wellness Coordinators
FitnessCoordinators.oversee.FitnessWellnessPrograms	Fitness and Wellness Coordinators
WellnessCoordinators.organize.FitnessWellnessPrograms	Fitness and Wellness Coordinators
WellnessCoordinators.oversee.FitnessWellnessPrograms	Fitness and Wellness Coordinators
FitnessCoordinators.organize.EventsSuchAsOrganizedRunsWalks	Fitness and Wellness Coordinators
FitnessCoordinators.oversee.EventsSuchAsOrganizedRunsWalks	Fitness and Wellness Coordinators
WellnessCoordinators.organize.EventsSuchAsOrganizedRunsWalks	Fitness and Wellness Coordinators
WellnessCoordinators.oversee.EventsSuchAsOrganizedRunsWalks	Fitness and Wellness Coordinators
FitnessCoordinators.organize.HealthScreeningsOtherPreventiveMeasures	Fitness and Wellness Coordinators
FitnessCoordinators.oversee.HealthScreeningsOtherPreventiveMeasures	Fitness and Wellness Coordinators
WellnessCoordinators.organize.HealthScreeningsOtherPreventiveMeasures	Fitness and Wellness Coordinators
WellnessCoordinators.oversee.HealthScreeningsOtherPreventiveMeasures	Fitness and Wellness Coordinators
FitnessCoordinators.interpret.InsuranceDataReimbursementAccount	Fitness and Wellness Coordinators
FitnessCoordinators.interpret.HealthReimbursementAccount	Fitness and Wellness Coordinators
WellnessCoordinators.interpret.InsuranceDataReimbursementAccount	Fitness and Wellness Coordinators
WellnessCoordinators.interpret.HealthReimbursementAccount	Fitness and Wellness Coordinators
SpaManagers.respond.to.CustomerInquiries	Spa Managers
SpaManagers.respond.Complaints	Spa Managers
SpaManagers.schedule.GuestAppointments	Spa Managers
SpaManagers.maintain.ClientDatabases	Spa Managers
SpaManagers.coordinate.FacilitySchedules.to.MaximizeUsage	Spa Managers
SpaManagers.coordinate.FacilitySchedules.to.Efficiency	Spa Managers
SpaManagers.perform.AccountingDuties	Spa Managers
SpaManagers.perform.GeneratingFinancialStatements	Spa Managers
SpaManagers.monitor.Operations.to.EnsureCompliance.with.ApplicableHealth	Spa Managers
SpaManagers.monitor.Operations.to.HygieneStandards	Spa Managers
SpaManagers.plan.SpaServices	Spa Managers
SpaManagers.plan.Programs	Spa Managers
SpaManagers.direct.SpaServices	Spa Managers
SpaManagers.direct.Programs	Spa Managers
SpaManagers.develop.MarketingStrategies	Spa Managers
SpaManagers.implement.MarketingStrategies	Spa Managers
SpaManagers.sell.Products	Spa Managers
SpaManagers.sell.Memberships	Spa Managers
SpaManagers.recruit	Spa Managers
SpaManagers.assess.EmployeePerformanceWays.to.ImproveWork	Spa Managers
SpaManagers.assess.SuggestWays.to.ImproveWork	Spa Managers
SpaManagers.inventory.ProductsNewSupplies	Spa Managers
SpaManagers.inventory.OrderNewSupplies	Spa Managers
SpaManagers.establish.SpaBudgetsGoals	Spa Managers
SpaManagers.establish.FinancialGoals	Spa Managers
SpaManagers.inform.Staff.of.JobResponsibilities	Spa Managers
SpaManagers.inform.Staff.of.CorporatePoliciesGuidelines	Spa Managers
SpaManagers.train.Staff.in.Use.of.Products	Spa Managers
SpaManagers.train.Staff.in.Sale.of.Products	Spa Managers
SpaManagers.participate.in.ContinuingEducationClasses.to.MaintainCurrentKnowledge.of.Industry	Spa Managers
SpaManagers.direct.FacilityMaintenance	Spa Managers
SpaManagers.direct.Repair	Spa Managers
SpaManagers.verify.StaffCredentials	Spa Managers
SpaManagers.verify.CertificationRequirements	Spa Managers
SpaManagers.schedule.StaffScheduling	Spa Managers
SpaManagers.schedule.SuperviseScheduling	Spa Managers
SpaManagers.check.SpaEquipment.to.EnsureProperFunctioning	Spa Managers
SpaManagers.develop.StaffServiceGoalsStaff.in.GoalAchievement	Spa Managers
SpaManagers.develop.GuideStaff.in.GoalAchievement	Spa Managers
SpaManagers.develop.RetailGoalsStaff.in.GoalAchievement	Spa Managers
SpaManagers.develop.GuideStaff.in.GoalAchievement	Spa Managers
RegulatoryAffairsManagers.develop.RegulatoryStrategiesPlans.for.Preparation.of.NewProducts	Regulatory Affairs Managers
RegulatoryAffairsManagers.develop.RegulatoryStrategiesPlans.for.Submission.of.NewProducts	Regulatory Affairs Managers
RegulatoryAffairsManagers.develop.ImplementationPlans.for.Preparation.of.NewProducts	Regulatory Affairs Managers
RegulatoryAffairsManagers.develop.ImplementationPlans.for.Submission.of.NewProducts	Regulatory Affairs Managers
RegulatoryAffairsManagers.review.RegulatoryAgencySubmissionMaterials.to.EnsureTimeliness	Regulatory Affairs Managers
RegulatoryAffairsManagers.review.RegulatoryAgencySubmissionMaterials.to.Compliance.with.RegulatoryStandards	Regulatory Affairs Managers
RegulatoryAffairsManagers.direct.Preparation.of.RegulatoryAgencyApplications	Regulatory Affairs Managers
RegulatoryAffairsManagers.direct.Preparation.of.Correspondence	Regulatory Affairs Managers
RegulatoryAffairsManagers.direct.Submission.of.RegulatoryAgencyApplications	Regulatory Affairs Managers
RegulatoryAffairsManagers.direct.Submission.of.Correspondence	Regulatory Affairs Managers
RegulatoryAffairsManagers.investigate.ProductComplaintsDocumentation.to.AppropriateRegulatoryAgenciesAsNecessary	Regulatory Affairs Managers
RegulatoryAffairsManagers.investigate.Submissions.to.AppropriateRegulatoryAgenciesAsNecessary	Regulatory Affairs Managers
RegulatoryAffairsManagers.investigate.PrepareDocumentation.to.AppropriateRegulatoryAgenciesAsNecessary	Regulatory Affairs Managers
RegulatoryAffairsManagers.investigate.Submissions.to.AppropriateRegulatoryAgenciesAsNecessary	Regulatory Affairs Managers
RegulatoryAffairsManagers.provide.Responses.to.RegulatoryAgenciesRegardingProductInformation	Regulatory Affairs Managers
RegulatoryAffairsManagers.provide.Responses.to.Issues	Regulatory Affairs Managers
RegulatoryAffairsManagers.organizations.before.DomesticInternationalRegulatoryAgencies.on.MajorPolicyMattersDecisionsRegardingCompanyProducts	Regulatory Affairs Managers
RegulatoryAffairsManagers.provide.RegulatoryGuidance.to.DepartmentsProjectTeamsRegardingDesign	Regulatory Affairs Managers
RegulatoryAffairsManagers.provide.RegulatoryGuidance.to.DevelopmentProjectTeamsRegardingDesign	Regulatory Affairs Managers
RegulatoryAffairsManagers.manage.ActivitiesSuchAsAudits	Regulatory Affairs Managers
RegulatoryAffairsManagers.manage.ProductRecalls	Regulatory Affairs Managers
RegulatoryAffairsManagers.communicate.RegulatoryInformation.to.MultipleDepartmentsInformationIsInterpretedCorrectly	Regulatory Affairs Managers
RegulatoryAffairsManagers.communicate.RegulatoryInformation.to.EnsureInformationIsInterpretedCorrectly	Regulatory Affairs Managers
RegulatoryAffairsManagers.maintain.CurrentKnowledge.of.RelevantRegulations	Regulatory Affairs Managers
RegulatoryAffairsManagers.maintain.CurrentKnowledge.of.FinalRules	Regulatory Affairs Managers
RegulatoryAffairsManagers.formulate.RegulatoryAffairsPolicies.to.EnsureRegulatoryComplianceIsMaintained	Regulatory Affairs Managers
RegulatoryAffairsManagers.formulate.RegulatoryAffairsPolicies.to.Enhanced	Regulatory Affairs Managers
RegulatoryAffairsManagers.formulate.Procedures.to.EnsureRegulatoryComplianceIsMaintained	Regulatory Affairs Managers
RegulatoryAffairsManagers.formulate.Procedures.to.Enhanced	Regulatory Affairs Managers
RegulatoryAffairsManagers.implement.RegulatoryAffairsPolicies.to.EnsureRegulatoryComplianceIsMaintained	Regulatory Affairs Managers
RegulatoryAffairsManagers.implement.RegulatoryAffairsPolicies.to.Enhanced	Regulatory Affairs Managers
RegulatoryAffairsManagers.implement.Procedures.to.EnsureRegulatoryComplianceIsMaintained	Regulatory Affairs Managers
RegulatoryAffairsManagers.implement.Procedures.to.Enhanced	Regulatory Affairs Managers
RegulatoryAffairsManagers.direct.DocumentationEfforts.to.EnsureCompliance.with.DomesticRegulationsStandards	Regulatory Affairs Managers
RegulatoryAffairsManagers.direct.DocumentationEfforts.to.InternationalRegulationsStandards	Regulatory Affairs Managers
RegulatoryAffairsManagers.review.MaterialsSuchAsMarketingLiteratureManuals.to.EnsureRegulatoryAgencyRequirementsAreMet	Regulatory Affairs Managers
RegulatoryAffairsManagers.review.UserManuals.to.EnsureRegulatoryAgencyRequirementsAreMet	Regulatory Affairs Managers
RegulatoryAffairsManagers.participate.in.Development.of.ClinicalTrialProtocols	Regulatory Affairs Managers
RegulatoryAffairsManagers.participate.Implementation.of.ClinicalTrialProtocols	Regulatory Affairs Managers
RegulatoryAffairsManagers.implement.ComplaintProcessingSystems.to.EnsureEffectiveResolution.of.ComplaintInvestigations	Regulatory Affairs Managers
RegulatoryAffairsManagers.implement.ComplaintProcessingSystems.to.TimelyResolution.of.ComplaintInvestigations	Regulatory Affairs Managers
RegulatoryAffairsManagers.monitor.ComplaintProcessingSystems.to.EnsureEffectiveResolution.of.ComplaintInvestigations	Regulatory Affairs Managers
RegulatoryAffairsManagers.monitor.ComplaintProcessingSystems.to.TimelyResolution.of.ComplaintInvestigations	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Procedures.for.PublishingDocumentSubmissions.in.HardcopyFormats	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Procedures.for.ElectronicFormats	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Systems.for.PublishingDocumentSubmissions.in.HardcopyFormats	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Systems.for.ElectronicFormats	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.RegulatoryPrioritiesResources	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Workloads	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.AllocateResources	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Workloads	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.BudgetsResources	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Workloads	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.AllocateResources	Regulatory Affairs Managers
RegulatoryAffairsManagers.establish.Workloads	Regulatory Affairs Managers
RegulatoryAffairsManagers.train.Staff.in.RegulatoryPolicies	Regulatory Affairs Managers
RegulatoryAffairsManagers.train.Staff.in.Procedures	Regulatory Affairs Managers
RegulatoryAffairsManagers.develop.StandardOperatingProceduresLocalWorkingPractices	Regulatory Affairs Managers
RegulatoryAffairsManagers.maintain.StandardOperatingProceduresLocalWorkingPractices	Regulatory Affairs Managers
RegulatoryAffairsManagers.development.Implementation.of.BusinessUnitStrategicOperatingPlans	Regulatory Affairs Managers
RegulatoryAffairsManagers.monitor.RegulatoryAffairsActivities.to.EnsureAlignment.with.CorporateSustainabilityInitiatives	Regulatory Affairs Managers
RegulatoryAffairsManagers.monitor.RegulatoryAffairsActivities.to.GreenInitiatives	Regulatory Affairs Managers
RegulatoryAffairsManagers.coordinate.InternalDiscoveries.with.LegalDepartmentStaff	Regulatory Affairs Managers
RegulatoryAffairsManagers.coordinate.Depositions.with.LegalDepartmentStaff	Regulatory Affairs Managers
RegulatoryAffairsManagers.monitor.EmergingTrends.regarding.IndustryRegulations.to.DeterminePotentialImpacts.on.OrganizationalProcesses	Regulatory Affairs Managers
RegulatoryAffairsManagers.develop.Relationships.with.StateEnvironmentalRegulatoryAgencies.to.Learn.about.AnalyzePotentialImpacts.of.ProposedEnvironmentalPolicyRegulations	Regulatory Affairs Managers
RegulatoryAffairsManagers.develop.Relationships.with.FederalEnvironmentalRegulatoryAgencies.to.Learn.about.AnalyzePotentialImpacts.of.ProposedEnvironmentalPolicyRegulations	Regulatory Affairs Managers
RegulatoryAffairsManagers.monitor.RegulatoryAffairsTrendsRelated.to.EnvironmentalIssues	Regulatory Affairs Managers
RegulatoryAffairsManagers.evaluate.RegulatoryAffairsAspectsAreSpecificallyGreen	Regulatory Affairs Managers
RegulatoryAffairsManagers.evaluate.RegulatoryAffairsAspectsAreSpecificallyGreen	Regulatory Affairs Managers
RegulatoryAffairsManagers.evaluate.NewSoftwarePublishingSystems.with.RegulatoryAgenciesConcerningNews.on.ElectronicPublishing.of.Submissions	Regulatory Affairs Managers
RegulatoryAffairsManagers.evaluate.NewSoftwarePublishingSystems.with.Updates.on.ElectronicPublishing.of.Submissions	Regulatory Affairs Managers
RegulatoryAffairsManagers.evaluate.Confer.with.RegulatoryAgenciesConcerningNews.on.ElectronicPublishing.of.Submissions	Regulatory Affairs Managers
RegulatoryAffairsManagers.evaluate.Confer.with.Updates.on.ElectronicPublishing.of.Submissions	Regulatory Affairs Managers
