id	name	description	code	hotTechnology	inDemand
CardKeyManagementSoftware	Card key management software	Access software	43232901	false	false
CarecentricMestamed	CareCentric MestaMed	Medical software	43232610	false	false
CarecloudCentral	CareCloud Central	Medical software	43232610	false	false
Careerbuilder.com	Careerbuilder.com	Human resources software	43231505	false	false
CareerCruising	Career Cruising	Data base user interface and query software	43232306	false	false
CareerDecisionMakingPrograms	Career decision-making programs	Data base user interface and query software	43232306	false	false
CareerDimensionsFocus	Career Dimensions Focus 2	Analytical or scientific software	43232605	false	false
CareerManagementSystemsCms	Career management systems CMS	Data base user interface and query software	43232306	false	false
CareerZone	Career Zone	Data base user interface and query software	43232306	false	false
CareoneCareensure	CareOne CareEnsure	Customer relationship management CRM software	43232303	false	false
CarePathsErecord	Care Paths eRecord	Medical software	43232610	false	false
CareProFiler	UNI/CARE Pro-Filer	Medical software	43232610	false	false
CargoTrackingSystemSoftware	Cargo tracking system software	Inventory management software	43231508	false	false
CargowiseEdienterprise	CargoWise ediEnterprise	Materials requirements planning logistics and supply chain software	43231506	false	false
CarisHips	CARIS HIPS	Analytical or scientific software	43232605	false	false
CarisSips	CARIS SIPS	Analytical or scientific software	43232605	false	false
CarlsonCivilSuite	Carlson Civil Suite	Computer aided design CAD software	43232604	false	false
CarlsonSimplicitySightSurvey	Carlson Simplicity Sight Survey	Analytical or scientific software	43232605	false	false
CarlsonSurvcadd	Carlson SurvCADD	Computer aided design CAD software	43232604	false	false
CarlsonSurvce	Carlson SurvCE	Analytical or scientific software	43232605	false	false
CarlsonSurvey	Carlson Survey	Map creation software	43233506	false	false
CarpetDealerManagementSystemCdms	Carpet Dealer Management System CDMS	Data base user interface and query software	43232306	false	false
CarrierHourlyAnalysisProgramHap	Carrier Hourly Analysis Program HAP	Analytical or scientific software	43232605	false	false
CarrierMediatedTransportSoftware	Carrier-mediated transport software	Analytical or scientific software	43232605	false	false
CartesisEsMagnitude	Cartesis ES Magnitude	Enterprise resource planning ERP software	43231602	false	false
CartesisMagnitudeIanalysis	Cartesis Magnitude iAnalysis	Financial analysis software	43231604	false	false
CartographySoftware	Cartography software	Map creation software	43233506	false	false
CasambaSmart	Casamba Smart	Medical software	43232610	false	false
CascadingStyleSheetsCss	Cascading style sheets CSS	Web platform development software	43232408	true	false
CaseAnalysisSoftware	Case analysis software	Analytical or scientific software	43232605	false	false
CasebankSpotlight	CaseBank SpotLight	Analytical or scientific software	43232605	false	false
Casemanagement.comEReports	CaseManagement.com E-Reports	Medical software	43232610	false	false
CaseManagementSoftware	Case management software	Medical software	43232610	false	false
CaseManagementSystemSoftware	Case management system software	Data base user interface and query software	43232306	false	false
CasesoftDepprep	CaseSoft DepPrep	Document management software	43232202	false	false
CasesoftTextmap	CaseSoft TextMap	Document management software	43232202	false	false
CasesoftTimemap	CaseSoft TimeMap	Pattern design software	43232101	false	false
CasewareInternationalIdea	CaseWare International IDEA	Financial analysis software	43231604	false	false
CasewareInternationalIdeaSmartanalyzer	CaseWare International IDEA SmartAnalyzer	Financial analysis software	43231604	false	false
CasewareWorkingPapers	CaseWare Working Papers	Financial analysis software	43231604	false	false
CashflowGuardian	CashFlow Guardian	Financial analysis software	43231604	false	false
CashFlowSoftware	Cash flow software	Financial analysis software	43231604	false	false
CashManagement	HEX Laboratory Systems Billing and Cash Management	Accounting software	43231601	false	false
CaSiteminder	CA SiteMinder	Network security or virtual private network VPN management software	43233203	false	false
CastekInsure3Claims	Castek Insure3 Claims	Document management software	43232202	false	false
CastSqlBuilder	CAST SQL Builder	Data base management system software	43232304	false	false
CatalogingSoftware	Cataloging software	Library software	43232609	false	false
CatalogNavigationSoftware	Catalog navigation software	Data base management system software	43232304	false	false
CatalystInternationalCatalystconnect	Catalyst International CatalystConnect	Materials requirements planning logistics and supply chain software	43231506	false	false
CatalystRepositorySystemsCatalystcr	Catalyst Repository Systems CatalystCR	Document management software	43232202	false	false
CatalystRepositorySystemsCatalystdr	Catalyst Repository Systems CatalystDR	Electronic mail software	43233501	false	false
CatalystRepositorySystemsCatalystxe	Catalyst Repository Systems CatalystXE	Electronic mail software	43233501	false	false
CatapultSoftwareIpowerScada	Catapult Software iPower SCADA	Industrial control software	43232608	false	false
CatchlogTradingCatchlog	Catchlog Trading Catchlog	Data base user interface and query software	43232306	false	false
Catchtheweb	CatchTheWeb	Data base user interface and query software	43232306	false	false
CaTechnologiesCaClarityPpmForItGovernance	CA Technologies CA Clarity PPM for IT Governance	Project management software	43231507	false	false
CaTechnologiesErwinDataModeler	CA Technologies ERWin Data Modeler	Metadata management software	43232310	false	false
CategoryFluencyTest	Category Fluency Test	Medical software	43232610	false	false
CaterpillarCatMinestarSystem	Caterpillar Cat MineStar System	Enterprise resource planning ERP software	43231602	false	false
CaterpillarCommand	Caterpillar Command	Industrial control software	43232608	false	false
Caterpro	CaterPro	Data base user interface and query software	43232306	false	false
Catnyp	CATNYP	Library software	43232609	false	false
CattlesoftCattlemax	Cattlesoft CattleMax	Data base user interface and query software	43232306	false	false
Cattleworks	CattleWorks	Enterprise resource planning ERP software	43231602	false	false
Cave5d	Cave5D	Analytical or scientific software	43232605	false	false
Cazm	CAzM	Analytical or scientific software	43232605	false	false
CbordFoodserviceSuite	CBORD Foodservice Suite	Data base user interface and query software	43232306	false	false
CbordGroupMenuManagementSystem	CBORD Group Menu Management System	Inventory management software	43231508	false	false
CbordNetrecipe	CBORD NetRecipe	Data base user interface and query software	43232306	false	false
CbordNutritionServiceSuite	CBORD Nutrition Service Suite	Data base user interface and query software	43232306	false	false
CbsPrologManager	CBS ProLog Manager	Project management software	43231507	false	false
Ccbill	CCBill	Point of sale POS software	43232611	false	false
CccEznetElectronicCommunicationsNetwork	CCC EZNet electronic communications network	Access software	43232901	false	false
CccGuidepostDecisionSupport	CCC GuidePost Decision Support	Expert system software	43231511	false	false
CccPathwaysAppraisalQualitySolution	CCC Pathways Appraisal Quality Solution	Enterprise resource planning ERP software	43231602	false	false
CccPathwaysImageManagementSolution	CCC Pathways Image Management Solution	Document management software	43232202	false	false
CccTl2000Solution	CCC TL2000 Solution	Document management software	43232202	false	false
CchProsystemFxTax	CCH ProSystem fx TAX	Tax preparation software	43231603	false	false
CciNewsgate	CCI NewsGate	Web page creation and editing software	43232107	false	false
CcisAccountability	CCIS AccountAbility	Accounting software	43231601	false	false
Ccp4	CCP4	Analytical or scientific software	43232605	false	false
CdAdapcoStarCad	CD-adapco STAR-CAD	Computer aided design CAD software	43232604	false	false
CdaInternationalManifoldSystem	CDA International Manifold System	Map creation software	43233506	false	false
CdcSupplyChain	CDC Supply Chain	Materials requirements planning logistics and supply chain software	43231506	false	false
CDesignFashion	C-DESIGN Fashion	Computer aided design CAD software	43232604	false	false
CdiElectronicsM.e.d.s.	CDI Electronics M.E.D.S.	Analytical or scientific software	43232605	false	false
CebosMq1AuditSystem	Cebos MQ1 Audit System	Financial analysis software	43231604	false	false
CebosMq1Software	CEBOS MQ1 software	Industrial control software	43232608	false	false
CedaronDexterEvaluation&ImpairmentRating	Cedaron Dexter Evaluation & Impairment Rating	Analytical or scientific software	43232605	false	false
CedasGateway	CEDAS Gateway	Materials requirements planning logistics and supply chain software	43231506	false	false
CedrusSuperlabPro	Cedrus SuperLab Pro	Analytical or scientific software	43232605	false	false
CeejsPetGroomer'sSecretary	CEEJS The Pet Groomer's Secretary	Data base user interface and query software	43232306	false	false
CegedimTargetSoftwareTargetSfaPharmaceuticalSuite	Cegedim Target Software Target SFA Pharmaceutical Suite	Customer relationship management CRM software	43232303	false	false
CeleritiveTechnologiesVolumill	Celeritive Technologies VoluMill	Computer aided manufacturing CAM software	43232612	false	false
CellBioscienceAutomatedImageCapture	Cell Bioscience Automated Image Capture	Analytical or scientific software	43232605	false	false
CelsysRetas	Celsys RETAS	Graphics or photo imaging software	43232102	false	false
CengageLearningSniffyVirtualRat	Cengage Learning Sniffy the Virtual Rat	Computer based training software	43232502	false	false
Cenon	Cenon	Graphics or photo imaging software	43232102	false	false
CentaurSystemsCentaurTravelBusinessManagementSystemTbms	Centaur Systems Centaur Travel Business Management System TBMS	Customer relationship management CRM software	43232303	false	false
CenterForComputerAssistedLegalInstructionCaliAuthor	Center for Computer-Assisted Legal Instruction CALI Author	Computer based training software	43232502	false	false
CenterForComputerAssistedLegalInstructionCaliClasscaster	Center for Computer-Assisted Legal Instruction CALI Classcaster	Web page creation and editing software	43232107	false	false
CentersForDiseaseControl	Centers for Disease Control and Prevention CDC WONDER	Data base user interface and query software	43232306	false	false
CenterTraconAutomationSystemsCtas	Center TRACON automation systems CTAS	Expert system software	43231511	false	false
CentralDesktop	Central Desktop	Project management software	43231507	false	false
CentreForMultilevelModelingMlwin	Centre for Multilevel Modeling MLwiN	Analytical or scientific software	43232605	false	false
CentrisGroupIepDirect	Centris Group IEP Direct	Data base user interface and query software	43232306	false	false
CentrisGroupRtimDirect	Centris Group RTIm Direct	Data base user interface and query software	43232306	false	false
