processId	industry
Banks.prepare.PeriodicFinancialForecasts	banking
Banks.perform.VarianceAnalysis.against.Forecasts	banking
Banks.perform.Budgets	banking
Banks.perform.CostAccounting	banking
Banks.perform.Control	banking
Banks.perform.InventoryAccounting	banking
Banks.perform.ProfitCenterAccounting	banking
Banks.perform.Cost.of.SalesAnalysis	banking
Banks.perform.ProductCosting	banking
Banks.perform.VarianceAnalysis	banking
Banks.report.on.Profitability	banking
Banks.perform.CostManagement	banking
Banks.determine.KeyCostDrivers	banking
Banks.measure.CostDrivers	banking
Banks.determine.CriticalActivities	banking
Banks.manage.AssetResourceDeployment	banking
Banks.manage.Utilization	banking
Banks.evaluate.FinancialPerformance	banking
Banks.manage.FinancialPerformance	banking
Banks.assess.CustomerProfitability	banking
Banks.assess.ProductProfitability	banking
Banks.report.on.FinancialProfitability	banking
Banks.evaluate.NewProducts	banking
Banks.perform.LifeCycleCosting	banking
Banks.optimize.CustomerMix	banking
Banks.optimize.ProductMix	banking
Banks.track.Performance.of.New	banking
Banks.track.Performance.of.ProductStrategies	banking
Banks.prepare.Activity	banking
Banks.manage.ContinuousCostImprovement	banking
Banks.perform.RevenueAccounting	banking
Banks.process.CustomerCredit	banking
Banks.establish.CreditPolicies	banking
Banks.analyze.NewAccountApplications	banking
Banks.approve.NewAccountApplications	banking
Banks.analyze.CreditScoringHistory	banking
Banks.forecast.CreditScoringRequirement	banking
Banks.review.ExistingAccounts	banking
Banks.produce.Credit	banking
Banks.suspend.AccountsBased.on.CreditPolicies	banking
Banks.invoice.Customer	banking
Banks.maintain.Customer	banking
Banks.generate.CustomerBillingData	banking
Banks.billing.Data.to.Customers	banking
Banks.post.ReceivableEntries	banking
Banks.resolve.CustomerBillingInquiries	banking
Banks.process.AccountsReceivable	banking
Banks.establish.ArPolicies	banking
Banks.receive	banking
Banks.apply.CashRemittances	banking
Banks.prepare.ArReports	banking
Banks.post.ArActivity.to.GeneralLedger	banking
Banks.manage.Collections	banking
Banks.process.Collections	banking
Banks.establish.Policies.for.DelinquentAccounts	banking
Banks.analyze.DelinquentAccountBalances	banking
Banks.correspond.with.DelinquentAccounts	banking
Banks.negotiate.with.DelinquentAccounts	banking
Banks.discuss.AccountResolution.with.InternalParties	banking
Banks.process.Adjustments	banking
Banks.perform.RecoveryWorkout	banking
Banks.manage.DefaultAccounts	banking
Banks.manage.Adjustments	banking
Banks.process.Adjustments	banking
Banks.establish.Policies	banking
Banks.analyze.Adjustments	banking
Banks.correspond.with.Customer	banking
Banks.negotiate.with.Customer	banking
Banks.discuss.Resolution.with.InternalParties	banking
Banks.prepare.ChargebackInvoices	banking
Banks.process.RelatedEntries	banking
Banks.perform.GeneralAccounting	banking
Banks.perform.Reporting	banking
Banks.manage.Policies	banking
Banks.manage.Procedures	banking
Banks.negotiate.Service	banking
Banks.establish.AccountingPolicies	banking
Banks.publish.AccountingPolicies	banking
Banks.set.ApprovalLimits	banking
Banks.enforce.ApprovalLimits	banking
Banks.establish.CommonFinancialSystems	banking
Banks.perform.GeneralAccounting	banking
Banks.maintain.Chart.of.Accounts	banking
Banks.process.JournalEntries	banking
Banks.process.Allocations	banking
Banks.post.IntercompanyTransactions	banking
Banks.reconcile.IntercompanyTransactions	banking
Banks.process.PeriodEndAdjustments	banking
Banks.perform.ContractAccounting	banking
Banks.perform.BankAccounting	banking
Banks.account.for.FinancialInstruments	banking
Banks.reconcile.GeneralLedgerAccounts	banking
Banks.perform.ConsolidationsEliminations	banking
Banks.perform.ProcessEliminations	banking
Banks.prepare.TrialBalance	banking
Banks.prepare.ManagementAdjustments	banking
Banks.post.ManagementAdjustments	banking
Banks.perform.Closing.of.GeneralLedger	banking
Banks.close.Sub	banking
Banks.close.Post.to.GeneralLedger	banking
Banks.process.PeriodEndAdjustments	banking
Banks.perform.Fixed	banking
Banks.establish.Fixed	banking
Banks.establish.Procedures	banking
Banks.maintain.Fixed	banking
Banks.process.Fixed	banking
Banks.record.Fixed	banking
Banks.process.Fixed	banking
Banks.record.Fixed	banking
Banks.calculate.DepreciationExpense	banking
Banks.record.DepreciationExpense	banking
Banks.process.Fixed	banking
Banks.record.Fixed	banking
Banks.reconcile.Fixed	banking
Banks.track.Fixed	banking
Banks.provide.Fixed	banking
Banks.provide.Fixed	banking
Banks.manage.EnterpriseFinancialAssets	banking
Banks.plan.Investment	banking
Banks.design.Investment	banking
Banks.procure.FinancialAssets	banking
Banks.construct.FinancialAssets	banking
Banks.perform.Decommission	banking
Banks.perform.Disposal	banking
Banks.perform.AssetAnalyticsOptimization	banking
Banks.perform.PerformanceOptimization	banking
Banks.perform.FinancialReporting	banking
Banks.prepare.BusinessUnitFinancialStatements	banking
Banks.prepare.ConsolidatedFinancialStatements	banking
Banks.perform.BusinessUnitReporting	banking
Banks.perform.ConsolidatedReporting	banking
Banks.prepare.Statements.for.BoardReview	banking
Banks.produce.Quarterly	banking
Banks.produce.ShareholderReports	banking
Banks.produce.RegulatoryReports	banking
Banks.perform.LegalConsolidation	banking
Banks.perform.ManagementConsolidation	banking
Banks.manage.Fixed	banking
Banks.perform.CapitalPlanningApproval	banking
Banks.perform.ProjectApproval	banking
Banks.develop.CapitalInvestmentPolicies	banking
Banks.develop.Procedures	banking
Banks.develop.CapitalExpenditurePlansBudgets	banking
Banks.approve.CapitalExpenditurePlansBudgets	banking
Banks.review.CapitalProjectsFixed	banking
Banks.approve.CapitalProjectsFixed	banking
Banks.conduct.FinancialJustification.for.ProjectApproval	banking
Banks.perform.CapitalProjectAccounting	banking
Banks.create.ProjectAccountCodes	banking
Banks.record.Project	banking
Banks.monitor.CapitalProjectsBudgetSpending	banking
Banks.track.CapitalProjectsBudgetSpending	banking
Banks.close	banking
Banks.measure.FinancialReturns.on.CompletedCapitalProjects	banking
Banks.process.Payroll	banking
Banks.report.Time	banking
Banks.establish.Policies	banking
Banks.establish.Procedures	banking
Banks.collect.EmployeeTimeWorked	banking
Banks.record.EmployeeTimeWorked	banking
Banks.analyze.PaidUnpaidLeave	banking
Banks.report.PaidUnpaidLeave	banking
Banks.monitor.Regular	banking
Banks.monitor.OtherHours	banking
Banks.analyze.EmployeeUtilization	banking
Banks.report.EmployeeUtilization	banking
Banks.manage.Pay	banking
Banks.enter.EmployeeTimeWorked.into.PayrollSystem	banking
Banks.maintain.EmployeeEarningsInformation	banking
Banks.administer.EmployeeEarningsInformation	banking
Banks.maintain.ApplicableDeductions	banking
Banks.administer.ApplicableDeductions	banking
Banks.monitor.Changes.in.TaxStatus.of.Employees	banking
Banks.process.Payments	banking
Banks.distribute.Payments	banking
Banks.process.ManualChecks	banking
Banks.distribute.ManualChecks	banking
Banks.process.Period	banking
Banks.respond.to.EmployeePayrollInquiries	banking
Banks.manage.PayrollTaxes	banking
Banks.process.PayrollTaxes	banking
Banks.develop.TaxPlan	banking
Banks.manage.TaxPlan	banking
Banks.calculate.ApplicablePayrollTaxes	banking
Banks.pay.ApplicablePayrollTaxes	banking
Banks.produce.EmployeeAnnualTaxStatements	banking
Banks.distribute.EmployeeAnnualTaxStatements	banking
Banks.file.RegulatoryPayrollTaxForms	banking
Banks.process.AccountsPayableReimbursements	banking
Banks.process.ExpenseReimbursements	banking
Banks.process.AccountsPayable	banking
Banks.verify.ApPayFile.with.PurchaseOrderVendorMasterFile	banking
Banks.maintain.ElectronicCommerce	banking
Banks.manage.ElectronicCommerce	banking
Banks.audit.InvoicesData.in.ApSystem	banking
Banks.audit.KeyData.in.ApSystem	banking
Banks.approve.Payments	banking
Banks.process.FinancialAccruals	banking
Banks.process.Reversals	banking
Banks.process.PayablesTaxes	banking
Banks.research.PayableExceptions	banking
Banks.resolve.PayableExceptions	banking
Banks.process.Payments	banking
Banks.respond.to.ApInquiries	banking
Banks.retain.Records	banking
Banks.adjust.AccountingRecords	banking
Banks.process.ExpenseReimbursements	banking
Banks.establish.ExpenseReimbursementPoliciesApprovalLimits	banking
Banks.communicate.ExpenseReimbursementPoliciesApprovalLimits	banking
Banks.capture.RelevantTaxData	banking
Banks.report.RelevantTaxData	banking
Banks.approve.Reimbursements	banking
Banks.approve.Advances	banking
Banks.process.Reimbursements	banking
Banks.process.Advances	banking
Banks.manage.PersonnelAccounts	banking
Banks.manage.CorporateCreditCards	banking
Banks.establish.CorporateCreditCardPoliciesLimits	banking
Banks.establish.ApprovalLimits	banking
Banks.process.CorporateCreditCardRequests	banking
Banks.order.CorporateCreditCards	banking
Banks.manage.CorporateCreditCardAccounts	banking
Banks.approve.CreditLimits	banking
Banks.change.CreditLimits	banking
Banks.cancel.CreditCard	banking
Banks.deactivate.CreditCard	banking
Banks.manage.TreasuryOperations	banking
Banks.manage.TreasuryPolicies	banking
Banks.manage.Procedures	banking
Banks.establish.Scope.of.TreasuryOperations	banking
Banks.establish.Governance.of.TreasuryOperations	banking
Banks.establish.TreasuryPolicies	banking
Banks.publish.TreasuryPolicies	banking
Banks.develop.TreasuryProcedures	banking
Banks.monitor.TreasuryProcedures	banking
Banks.audit.TreasuryProcedures	banking
Banks.revise.TreasuryProcedures	banking
Banks.develop.InternalControls.for.Treasury	banking
Banks.confirm.InternalControls.for.Treasury	banking
Banks.define.SystemSecurityRequirements	banking
Banks.manage.Cash	banking
Banks.manage.CashPositions	banking
Banks.reconcile.CashPositions	banking
Banks.manage.CashEquivalents	banking
Banks.process.ElectronicFundTransfers	banking
Banks.oversee.ElectronicFundTransfers	banking
Banks.develop.CreditPolicy	banking
Banks.develop.CashFlowForecasts	banking
Banks.manage.CashFlows	banking
Banks.produce.CashManagementAccountingTransactions	banking
Banks.produce.Reports	banking
Banks.manage.BankingRelationships	banking
Banks.oversee.BankingRelationships	banking
Banks.analyze.BankFees	banking
Banks.negotiate.BankFees	banking
Banks.resolve.BankFees	banking
Banks.confirm.BankFees	banking
Banks.analyze.NewAccountApplications.for.CustomerCredit	banking
Banks.approve.NewAccountApplications.for.CustomerCredit	banking
Banks.manage.in	banking
Banks.manage.in	banking
Banks.manage.Inter	banking
Banks.facilitate.Inter	banking
Banks.manage.CentralizedOutgoingPayments.on.Behalf.of.Subsidiaries	banking
Banks.manage.CentralIncomingPayments.on.Behalf.of.Subsidiaries	banking
Banks.manage.InternalPaymentsTransactions	banking
Banks.manage.NettingTransactions	banking
Banks.calculate.Interest.for.	banking
Banks.calculate.Fees.for.	banking
Banks.provide.AccountStatements.for.	banking
Banks.manage.Debt	banking
Banks.manage.Investment	banking
Banks.establish.InvestmentPolicy	banking
Banks.manage.FinancialIntermediaryRelationships	banking
Banks.manage.Liquidity	banking
Banks.manage.IssuerDebtExposure	banking
Banks.manage.InvestmentExposure	banking
Banks.process.DebtInvestmentTransactions	banking
Banks.oversee.DebtInvestmentTransactions	banking
Banks.process.ForeignCurrencyTransactions	banking
Banks.oversee.ForeignCurrencyTransactions	banking
Banks.produce.DebtAccountingTransactionReports	banking
Banks.produce.InvestmentAccountingTransactionReports	banking
Banks.process.InterestRateTransactions	banking
Banks.oversee.InterestRateTransactions	banking
Banks.monitor.RiskHedgingTransactions	banking
Banks.execute.RiskHedgingTransactions	banking
Banks.develop.RiskManagement	banking
Banks.review.ProductPortfolio	banking
Banks.review.CounterpartyCreditLimit	banking
Banks.manage.InterestRateRisk	banking
Banks.manage.InterestRateMarketData	banking
Banks.determine.InterestRateExposure.for.Markets	banking
Banks.determine.InterestRateHedgeRequirements.in.Accordance.with.RiskPolicy	banking
Banks.execute.InterestRateTrades	banking
Banks.manage.ForeignExchangeRisk	banking
Banks.manage.ForeignExchangeMarketData	banking
Banks.determine.ForeignExchangeExposure.for.Currencies	banking
Banks.determine.ForeignExchangeHedgeRequirements.in.Accordance.with.RiskPolicy	banking
Banks.execute.ForeignExchangeTrades	banking
Banks.manage.ForeignExchangeBalanceSheetRisk	banking
Banks.manage.ExposureRisk	banking
Banks.determine.CurrentCustomerExposuresExceptions	banking
Banks.determine.LimitExceptions	banking
Banks.resolve.CustomerExposureLimitViolations	banking
Banks.manage.CustomerCollateral	banking
Banks.perform.AnnualCustomerCreditReviews	banking
Banks.execute.HedgingTransactions	banking
Banks.measure.PhysicalPositions	banking
Banks.establish.Hedges	banking
Banks.hedges	banking
Banks.develop.HedgingTransactions	banking
Banks.execute.HedgingTransactions	banking
Banks.evaluate.HedgingPositions	banking
Banks.refine.HedgingPositions	banking
Banks.monitor.Credit	banking
Banks.produce.HedgeAccountingTransactions	banking
Banks.produce.Reports	banking
Banks.analyze.CapitalAdequacyHistory	banking
Banks.forecast.CapitalAdequacyPolicy	banking
Banks.manage.FinancialFraud	banking
Banks.manage.InternalControls	banking
Banks.establish.InternalControls	banking
Banks.establish.Procedures	banking
Banks.establish.Board.of.DirectorsCommittee	banking
Banks.establish.Board.of.AuditCommittee	banking
Banks.define.Code.of.Ethics	banking
Banks.communicate.Code.of.Ethics	banking
Banks.assign.Roles.for.InternalControls	banking
Banks.assign.Responsibility.for.InternalControls	banking
Banks.define.BusinessProcessObjectives	banking
Banks.define.Risks	banking
Banks.define.Entity	banking
Banks.implement.Segregation.of.DutiesControls	banking
Banks.operate.ControlsCompliance.with.InternalControlsPolicies	banking
Banks.operate.ControlsCompliance.with.Procedures	banking
Banks.operate.MonitorCompliance.with.InternalControlsPolicies	banking
Banks.operate.MonitorCompliance.with.Procedures	banking
Banks.design.ControlActivities	banking
Banks.implement.ControlActivities	banking
Banks.monitor.ControlEffectiveness	banking
Banks.remediate.ControlDeficiencies	banking
Banks.create.ComplianceFunction	banking
Banks.operate.ComplianceFunction	banking
Banks.implement.Controls	banking
Banks.maintain.Controls	banking
Banks.report.on.InternalControlsCompliance	banking
Banks.report.to.ExternalAuditors	banking
Banks.report.to.Regulators	banking
Banks.report.to.ThirdParties	banking
Banks.report.to.InternalManagement	banking
Banks.manage.Taxes	banking
Banks.develop.TaxStrategy	banking
Banks.develop.Plan	banking
Banks.develop.Foreign	banking
Banks.develop.LocalTaxStrategy	banking
Banks.consolidate.TotalTaxPlan	banking
Banks.optimize.TotalTaxPlan	banking
Banks.maintain.TaxMasterData	banking
Banks.process.Taxes	banking
Banks.perform.TaxPlanning	banking
Banks.prepare.TaxReturns	banking
Banks.prepare.ForeignTaxes	banking
Banks.calculate.DeferredTaxes	banking
Banks.account.for.Taxes	banking
Banks.monitor.TaxCompliance	banking
Banks.address.TaxInquiries	banking
Banks.manage.InternationalFunds	banking
Banks.monitor.InternationalRates	banking
Banks.manage.Transactions	banking
Banks.monitor.CurrencyExposure	banking
Banks.report.Results	banking
Banks.perform.GlobalTradeServices	banking
Banks.screen.SanctionedPartyList	banking
Banks.control.Exports	banking
Banks.control.Imports	banking
Banks.classify.Products	banking
Banks.perform.CurrencyConversion	banking
Banks.calculate.Duty	banking
Banks.communicate.with.Customs	banking
Banks.document.Trade	banking
Banks.process.TradePreferences	banking
